Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,Correlation with sense ,Sense annotation,Sense annotation description,FPKM T6,FPKM T14,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S
XLOC_002137,TCONS_00003063,Pf3D7_07_v3,344930,346579,-,1649,1,"1649,","0,",0.20,,16.85,89.14,TT8,5.89,,0.22,-0.63,PF3D7_0707400,"AAA family ATPase, putative",41.08,18.03,8.10,2.63,1.48,1.52,0.52,2.12,14.43,6.28,89.14,16.66,2.64,1.68,9.37
XLOC_002159,TCONS_00003097,Pf3D7_07_v3,497691,498440,-,749,1,"749,","0,",0.20,,7.82,16.03,TT8,2.49,,0.16,0.58,PF3D7_0711200,"conserved Plasmodium protein, unknown function",2.82,13.66,15.65,11.17,6.57,10.20,2.02,2.73,2.49,2.69,16.03,16.84,8.90,18.02,10.11
XLOC_002187,TCONS_00003138,Pf3D7_07_v3,739587,740574,-,987,1,"987,","0,",0.18,,1.55,3.76,T28,2.25,,0.20,-0.42,PF3D7_0717000,"conserved Plasmodium membrane protein, unknown function",0.98,0.48,1.05,3.20,3.76,2.78,2.13,1.88,0.52,0.00,0.27,1.20,1.40,2.63,2.23
XLOC_002200,TCONS_00003152,Pf3D7_07_v3,836486,837523,-,1037,1,"1037,","0,",0.17,,5.12,15.14,T20,2.95,YES,0.18,0.38,PF3D7_0718900,"conserved Plasmodium protein, unknown function",1.16,13.26,15.14,4.75,4.99,4.49,2.74,1.96,1.93,1.09,4.81,10.04,2.70,3.22,1.10
XLOC_002202,TCONS_00003154,Pf3D7_07_v3,841939,843051,-,1029,2,"377,652,","0,460,",0.21,,2.91,6.60,T14,2.38,,0.18,-0.07,PF3D7_0719200,NIMA related kinase 4 (NEK4),2.20,6.60,5.24,6.49,1.70,2.60,0.99,0.84,0.46,2.05,2.78,3.51,1.85,2.64,0.62
XLOC_002212,TCONS_00003167,Pf3D7_07_v3,936048,937187,-,1139,1,"1139,","0,",0.25,,1.75,3.46,T24,2.16,,0.18,-0.10,PF3D7_0721700,"secreted ookinete protein, putative (PSOP1)",1.86,2.52,2.77,3.46,2.07,3.07,1.91,0.40,0.55,0.00,0.69,3.84,5.79,8.64,3.56
XLOC_002214,TCONS_00003173,Pf3D7_07_v3,944204,945773,-,1569,1,"1569,","0,",0.20,,8.09,26.97,T44,4.81,,0.21,-0.45,PF3D7_0722100,"PelOta protein homologue, putative",15.18,2.52,0.61,0.39,0.34,0.00,3.60,19.38,26.97,5.00,15.04,5.07,0.37,0.45,79.22
XLOC_002220,TCONS_00003183,Pf3D7_07_v3,973522,974519,-,997,1,"997,","0,",0.21,,4.23,15.59,T6,3.78,,0.22,0.56,PF3D7_0723200,"conserved Plasmodium protein, unknown function",15.59,1.27,0.60,0.21,0.27,1.08,2.37,4.57,8.68,2.31,9.64,0.89,0.30,1.90,27.15
XLOC_002242,TCONS_00003213,Pf3D7_07_v3,1179745,1182983,-,3238,1,"3238,","0,",0.21,,7.92,22.56,T14,3.21,,0.18,-0.48,PF3D7_0727800,"cation transporting ATPase, putative",4.56,22.56,15.38,9.35,3.11,1.89,1.54,2.30,3.13,1.98,21.27,12.82,3.51,2.20,6.14
XLOC_002262,TCONS_00003237,Pf3D7_07_v3,1353654,1356380,-,2726,1,"2726,","0,",0.19,,27.02,104.09,T6,6.22,YES,0.21,-0.89,PF3D7_0731400,"serine/threonine protein kinase, FIKK family, pseudogene (FIKK7.2)",104.09,8.07,2.66,0.63,0.41,0.49,2.08,9.28,82.59,16.59,70.33,26.83,1.62,1.45,38.85
XLOC_002269,TCONS_00003244,Pf3D7_08_v3,31269,33377,+,2108,1,"2108,","0,",0.30,,2.76,7.02,T48,2.24,,0.18,-0.64,PF3D7_0800200,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.72,0.74,1.28,1.90,1.97,1.75,3.05,6.44,3.73,7.02,0.70,2.40,6.54,8.18,15.22
XLOC_002271,TCONS_00003246,Pf3D7_08_v3,52703,53718,+,1015,1,"1015,","0,",0.32,,0.21,0.59,T20,0.66,,0.25,0.56,PF3D7_0800400,rifin (RIF),0.00,0.46,0.59,0.31,0.30,0.21,0.00,0.00,0.00,0.00,0.48,10.48,5.40,1.30,1.44
XLOC_002281,TCONS_00003261,Pf3D7_08_v3,174504,175054,+,550,1,"550,","0,",0.19,,35.54,78.53,T14,3.03,,0.15,-0.32,PF3D7_0802500,"inositol phosphatase, putative",24.19,78.53,57.00,52.70,36.78,24.36,14.51,11.61,8.72,17.13,65.47,69.59,45.68,31.43,12.64
XLOC_002295,TCONS_00003285,Pf3D7_08_v3,282695,284644,+,1949,1,"1949,","0,",0.18,,6.43,19.05,TT8,3.50,,0.18,-0.43,PF3D7_0805000,"alpha/beta hydrolase, putative",1.56,13.50,11.06,7.48,4.54,3.95,1.88,3.63,3.30,0.78,19.05,15.89,8.65,7.06,13.33
XLOC_002305,TCONS_00003298,Pf3D7_08_v3,368417,369232,+,815,1,"815,","0,",0.21,,16.82,40.59,TT8,2.60,,0.15,-0.87,PF3D7_0806900,"conserved Plasmodium protein, unknown function",23.02,18.88,16.86,13.74,8.43,9.83,5.85,11.04,20.54,16.21,40.59,18.55,12.71,27.53,52.68
XLOC_002324,TCONS_00003324,Pf3D7_08_v3,498951,502039,+,2696,3,"700,1727,269,","0,894,2819,",0.21,,1.42,2.72,T44,1.05,,0.17,0.49,PF3D7_0809700,RuvB-like protein 1 (RUVB1),2.01,0.98,1.16,0.79,1.02,1.72,0.79,1.15,2.72,1.42,1.83,0.58,0.54,2.71,7.64
XLOC_002324,TCONS_00003325,Pf3D7_08_v3,499211,502039,+,2089,3,"1675,145,269,","0,2216,2559,",0.20,,1.83,4.43,T36,1.89,,0.19,0.49,PF3D7_0809700,RuvB-like protein 1 (RUVB1),0.62,0.47,0.67,0.50,0.75,3.38,4.43,3.64,3.10,1.20,1.35,0.90,1.22,6.70,8.45
XLOC_002325,TCONS_00003326,Pf3D7_08_v3,506227,507690,+,1463,1,"1463,","0,",0.14,,11.93,22.14,T32,2.94,,0.15,-0.54,PF3D7_0809800,"conserved Plasmodium protein, unknown function",2.01,8.82,17.96,14.89,19.76,22.14,15.11,12.24,12.94,2.23,3.13,8.83,6.08,11.65,9.62
XLOC_002327,TCONS_00003328,Pf3D7_08_v3,517599,518343,+,744,1,"744,","0,",0.17,,7.77,43.96,TT8,5.49,,0.24,NA,PF3D7_0810000,"acyl-CoA binding protein, putative",7.36,14.91,7.85,3.09,1.38,1.81,1.39,2.56,1.15,0.00,43.96,7.88,2.14,1.12,0.61
XLOC_002345,TCONS_00003352,Pf3D7_08_v3,647209,648375,+,1166,1,"1166,","0,",0.24,,9.55,40.13,TT8,4.43,,0.20,-0.14,PF3D7_0813100,"conserved Plasmodium protein, unknown function",12.07,17.36,12.78,4.35,3.37,5.10,0.90,1.21,5.26,2.55,40.13,10.38,2.22,5.00,4.36
XLOC_002351,TCONS_00003360,Pf3D7_08_v3,694824,695756,+,932,1,"932,","0,",0.17,,8.90,35.58,TT8,4.49,,0.20,-0.33,PF3D7_0814400,"phospholipase DDHD1, putative",4.88,18.46,14.31,5.46,6.29,6.85,2.75,1.98,0.63,0.72,35.58,5.31,1.23,4.01,1.02
XLOC_002359,TCONS_00003372,Pf3D7_08_v3,732980,734425,+,1445,1,"1445,","0,",0.16,,6.29,16.73,TT8,2.64,,0.17,-0.58,PF3D7_0815700,ubiquitin (Ub),3.67,14.65,10.84,4.98,3.78,5.66,2.37,1.85,2.82,1.87,16.73,11.91,1.70,3.94,1.34
XLOC_002383,TCONS_00003405,Pf3D7_08_v3,887769,888671,+,700,2,"158,542,","0,360,",0.20,,59.43,175.53,T44,3.63,,0.15,0.66,PF3D7_0819700,"conserved Plasmodium protein, unknown function",84.03,19.90,19.72,14.53,13.29,25.91,23.20,77.99,175.53,103.04,96.55,16.29,20.16,29.79,170.57
XLOC_002401,TCONS_00003429,Pf3D7_08_v3,1000967,1002267,+,1300,1,"1300,","0,",0.19,,6.70,11.61,T14,2.15,,0.15,0.03,PF3D7_0822700,"conserved Plasmodium protein, unknown function",7.58,11.61,11.37,6.39,4.20,5.03,5.14,4.91,4.44,1.83,11.22,8.98,2.33,8.42,5.56
XLOC_002403,TCONS_00003432,Pf3D7_08_v3,1012902,1013739,+,837,1,"837,","0,",0.18,,17.26,63.56,T44,6.01,,0.23,-0.46,PF3D7_0823000,"protein kinase, putative",40.34,1.36,1.20,0.00,0.00,0.00,0.23,12.24,63.56,14.49,56.43,8.01,0.45,0.38,25.14
XLOC_002404,TCONS_00003433,Pf3D7_08_v3,1018025,1018955,+,930,1,"930,","0,",0.24,,5.66,8.85,T40,1.53,,0.14,0.20,PF3D7_0823100,"RWD domain-containing protein, putative",3.84,4.89,5.79,5.28,4.86,7.02,6.16,8.85,6.33,2.42,6.86,5.38,6.00,11.35,18.72
XLOC_002433,TCONS_00003476,Pf3D7_08_v3,1193581,1194889,+,1308,1,"1308,","0,",0.20,,2.41,5.86,T32,2.60,,0.19,-0.60,PF3D7_0827700,"conserved Plasmodium membrane protein, unknown function",0.80,0.13,0.13,1.71,2.77,5.86,5.51,4.77,2.22,1.04,1.55,0.96,3.86,9.96,6.29
XLOC_002438,TCONS_00003483,Pf3D7_08_v3,1241615,1242680,+,1065,1,"1065,","0,",0.21,,18.35,59.17,T6,5.75,YES,0.21,0.71,PF3D7_0828900,"conserved Plasmodium protein, unknown function",59.17,6.07,1.56,1.06,0.12,0.35,0.46,3.90,37.36,40.21,51.55,14.02,0.51,0.42,22.61
XLOC_002473,TCONS_00003537,Pf3D7_08_v3,1437866,1438823,+,957,1,"957,","0,",0.36,,0.25,0.61,T40,0.69,,0.22,-0.32,PF3D7_0833500,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.00,0.00,0.51,0.26,0.34,0.28,0.27,0.61,0.32,0.00,0.20,4.48,9.68,14.02,21.69
XLOC_002476,TCONS_00003540,Pf3D7_08_v3,24900,26571,-,1671,1,"1671,","0,",0.33,,1.52,3.93,T48,1.97,,0.20,0.34,PF3D7_0800100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.60,0.57,1.90,1.47,0.83,1.25,0.85,3.20,1.84,3.93,0.26,2.94,4.82,6.11,9.98
XLOC_002478,TCONS_00003542,Pf3D7_08_v3,47827,48756,-,929,1,"929,","0,",0.34,,0.12,0.36,T48,0.45,,0.27,-0.46,PF3D7_0800300,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.00,0.00,0.14,0.00,0.19,0.11,0.21,0.28,0.00,0.36,0.00,3.22,6.67,14.26,24.70
XLOC_002492,TCONS_00003562,Pf3D7_08_v3,142595,144185,-,1590,1,"1590,","0,",0.15,,4.51,13.33,T20,2.96,,0.19,0.54,PF3D7_0801900,"conserved Plasmodium protein, unknown function",0.92,3.42,13.33,8.67,9.65,5.40,2.51,1.70,0.95,0.84,2.18,4.10,4.02,2.77,0.89
XLOC_002525,TCONS_00003610,Pf3D7_08_v3,425906,427715,-,1247,2,"682,565,","0,1244,",0.20,YES,0.33,0.90,T48,0.92,,0.24,NA,PF3D7_0808500,Plasmodium RNA of unkown function RUF6-4,0.24,0.86,0.66,0.34,0.00,0.32,0.00,0.31,0.00,0.90,0.00,16.38,4.84,4.37,2.60
XLOC_002528,TCONS_00003613,Pf3D7_08_v3,462716,464972,-,2256,1,"2256,","0,",0.32,,5.05,13.87,T48,3.12,,0.18,-0.67,PF3D7_0809100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",4.58,0.71,0.91,1.96,3.33,4.85,4.98,6.97,11.18,13.87,2.24,2.68,9.32,22.14,22.02
XLOC_002538,TCONS_00003630,Pf3D7_08_v3,522326,524459,-,2133,1,"2133,","0,",0.21,,8.12,35.49,T6,4.68,YES,0.23,-0.32,PF3D7_0810200,"ABC1 family, putative (ABCK1)",35.49,2.46,0.78,0.54,0.42,0.71,2.36,6.49,15.59,2.70,21.78,6.29,1.03,1.90,26.96
XLOC_002564,TCONS_00003676,Pf3D7_08_v3,675934,677699,-,1765,1,"1765,","0,",0.24,,4.46,14.77,TT8,3.62,,0.20,-0.30,PF3D7_0813800,"GDP-mannose 4,6-dehydratase, putative",3.91,10.06,6.16,4.05,2.38,1.85,1.59,1.38,0.28,2.63,14.77,19.72,12.27,4.94,2.80
XLOC_002572,TCONS_00003687,Pf3D7_08_v3,713228,714563,-,1335,1,"1335,","0,",0.21,,5.71,10.21,T20,2.61,,0.15,-0.27,PF3D7_0815100,"RAP protein, putative",5.53,7.26,10.21,6.51,5.67,8.92,6.06,4.18,3.34,0.84,4.26,10.27,10.15,21.44,13.59
XLOC_002604,TCONS_00003740,Pf3D7_08_v3,922077,924267,-,2190,1,"2190,","0,",0.17,,6.20,25.37,TT8,3.87,,0.20,-0.50,PF3D7_0820400,"conserved Plasmodium protein, unknown function",4.76,10.60,9.32,6.57,2.59,1.74,1.68,1.56,3.19,0.81,25.37,10.46,4.69,2.43,6.31
XLOC_002605,TCONS_00003741,Pf3D7_08_v3,929120,931269,-,2016,2,"1716,300,","0,1849,",0.19,,3.77,10.86,T32,2.13,YES,0.18,0.21,PF3D7_0820600,"conserved Plasmodium membrane protein, unknown function",3.64,1.70,1.75,2.04,3.31,10.86,5.57,3.81,3.28,2.29,3.21,0.36,1.41,7.57,4.45
XLOC_002630,TCONS_00003773,Pf3D7_08_v3,1096534,1097703,-,1169,1,"1169,","0,",0.18,,7.93,23.98,T20,4.64,,0.20,-0.88,PF3D7_0825400,"conserved Plasmodium protein, unknown function",3.42,16.14,23.98,11.83,3.85,2.59,0.65,0.00,0.81,1.32,22.68,14.39,3.31,3.50,0.88
XLOC_002640,TCONS_00003786,Pf3D7_08_v3,1184278,1185310,-,1032,1,"1032,","0,",0.21,,3.59,8.79,T36,2.80,,0.18,-0.41,PF3D7_0827400,"conserved Plasmodium protein, unknown function",2.11,1.28,0.98,0.41,1.22,5.00,8.79,7.91,6.23,2.76,2.78,0.00,2.38,13.74,21.63
XLOC_002653,TCONS_00003803,Pf3D7_08_v3,1275833,1276889,-,1056,1,"1056,","0,",0.31,,1.19,4.58,TT8,2.48,,0.27,0.54,PF3D7_0829900,unspecified product,1.76,0.31,0.29,0.16,0.00,0.19,0.59,1.75,3.41,0.00,4.58,1.03,0.98,1.60,11.53
XLOC_002673,TCONS_00003827,Pf3D7_09_v3,29534,30991,+,1457,1,"1457,","0,",0.30,,0.81,2.77,TT8,1.91,,0.26,-0.20,PF3D7_0900200,rifin (RIF),0.66,1.98,1.06,1.73,0.36,0.12,0.00,0.00,0.24,0.00,2.77,13.20,7.48,2.17,1.64
XLOC_002674,TCONS_00003828,Pf3D7_09_v3,33275,34760,+,1485,1,"1485,","0,",0.28,,0.03,0.15,TT8,0.20,,0.37,-0.48,PF3D7_0900300,rifin (RIF),0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.15,6.51,2.40,0.45,0.99
XLOC_002676,TCONS_00003830,Pf3D7_09_v3,42234,44053,+,1819,1,"1819,","0,",0.25,,4.45,15.85,T6,3.31,YES,0.21,-0.27,PF3D7_0900500,rifin (RIF),15.85,1.54,0.86,1.95,0.70,0.78,0.86,3.25,13.67,4.95,4.56,4.09,7.00,7.64,12.53
XLOC_002682,TCONS_00003838,Pf3D7_09_v3,92446,94812,+,2366,1,"2366,","0,",0.17,,3.55,7.66,T14,2.83,,0.18,-0.67,PF3D7_0902100,"serine/threonine protein kinase, FIKK family (FIKK9.2)",1.49,7.66,7.24,3.51,5.62,4.02,1.48,0.71,1.07,0.21,6.03,4.17,4.04,6.63,0.72
XLOC_002683,TCONS_00003839,Pf3D7_09_v3,102411,103681,+,1270,1,"1270,","0,",0.24,,4.01,7.88,T24,2.63,,0.16,0.21,PF3D7_0902300,"serine/threonine protein kinase, FIKK family (FIKK9.4)",0.44,3.26,7.28,7.88,6.42,5.81,2.16,2.20,2.42,0.80,5.42,4.20,13.40,18.23,4.13
XLOC_002684,TCONS_00003840,Pf3D7_09_v3,105965,108497,+,2532,1,"2532,","0,",0.18,,9.24,40.41,TT8,4.69,,0.21,-0.05,PF3D7_0902400,"serine/threonine protein kinase, FIKK family (FIKK9.5)",4.39,13.87,21.66,11.33,3.59,3.02,0.91,0.82,1.04,0.61,40.41,17.31,6.10,8.32,1.44
XLOC_002685,TCONS_00003841,Pf3D7_09_v3,113598,114822,+,1224,1,"1224,","0,",0.26,,8.52,62.68,TT8,5.84,,0.28,0.17,PF3D7_0902600,"serine/threonine protein kinase, FIKK family (FIKK9.7)",6.71,13.21,4.37,1.26,0.80,0.11,0.95,0.48,2.19,0.94,62.68,6.40,0.48,1.11,2.27
XLOC_002701,TCONS_00003863,Pf3D7_09_v3,251125,253358,+,2233,1,"2233,","0,",0.23,,5.34,20.78,TT8,3.62,,0.21,-0.30,PF3D7_0905300,"dynein heavy chain, putative",1.89,11.78,9.25,4.84,2.81,2.70,1.02,0.77,1.43,1.44,20.78,10.74,3.06,2.88,2.06
XLOC_002737,TCONS_00003914,Pf3D7_09_v3,549061,550544,+,1483,1,"1483,","0,",0.23,,6.08,12.25,T14,2.51,,0.16,0.03,PF3D7_0912200,"conserved Plasmodium membrane protein, unknown function",6.87,12.25,10.82,7.67,6.48,3.93,4.00,2.98,1.92,1.32,8.69,11.55,5.31,11.02,4.90
XLOC_002744,TCONS_00003926,Pf3D7_09_v3,580084,581656,+,1572,1,"1572,","0,",0.20,,6.92,22.34,T14,4.13,,0.19,-0.33,PF3D7_0913400,"conserved Plasmodium protein, unknown function",2.01,22.34,20.19,5.95,4.66,7.38,3.09,2.29,2.33,0.34,5.52,18.94,7.78,7.23,4.45
XLOC_002788,TCONS_00003996,Pf3D7_09_v3,852285,854105,+,1820,1,"1820,","0,",0.28,,2.64,8.23,T44,3.21,,0.23,-0.60,PF3D7_0920800,inosine-5'-monophosphate dehydrogenase,5.57,0.92,0.15,0.00,0.05,0.14,0.20,3.00,8.23,5.20,5.60,5.90,0.42,0.48,11.25
XLOC_002800,TCONS_00004015,Pf3D7_09_v3,941509,942504,+,995,1,"995,","0,",0.21,,4.64,9.05,T14,2.67,,0.16,0.67,PF3D7_0923100,"OTU-like cysteine protease, putative",0.58,9.05,8.95,6.84,4.98,6.58,4.12,4.33,1.92,1.04,2.60,9.35,10.50,25.06,9.71
XLOC_002809,TCONS_00004024,Pf3D7_09_v3,977280,978177,+,897,1,"897,","0,",0.17,,10.83,29.13,TT8,3.51,,0.17,-0.77,PF3D7_0924100,"conserved Plasmodium protein, unknown function",25.50,9.80,4.72,3.92,3.70,2.97,4.39,11.57,21.82,1.64,29.13,7.28,3.31,0.56,16.39
XLOC_002818,TCONS_00004035,Pf3D7_09_v3,1019142,1020217,+,1075,1,"1075,","0,",0.22,,6.54,17.04,TT8,3.53,,0.18,-0.80,PF3D7_0925300,"proline--tRNA ligase, putative",4.39,16.13,14.30,7.49,5.46,2.79,1.44,0.77,1.60,0.56,17.04,10.63,3.41,0.89,0.00
XLOC_002839,TCONS_00004068,Pf3D7_09_v3,1150525,1152033,+,1508,1,"1508,","0,",0.17,,8.57,21.69,T28,3.09,,0.17,0.25,PF3D7_0928700,"conserved Plasmodium protein, unknown function",1.75,3.14,14.50,20.88,21.69,15.82,1.66,2.63,4.59,2.21,5.44,9.82,17.18,19.62,2.58
XLOC_002858,TCONS_00004095,Pf3D7_09_v3,1274858,1276801,+,1943,1,"1943,","0,",0.18,,5.78,7.88,T36,2.50,,0.14,-0.26,PF3D7_0931900,adenylate kinase-like protein 2 (AKLP2),5.34,4.26,7.79,4.39,5.57,7.84,7.88,7.11,7.04,0.56,5.77,8.30,5.43,13.81,14.01
XLOC_002861,TCONS_00004098,Pf3D7_09_v3,1289229,1290962,+,1733,1,"1733,","0,",0.26,,8.64,33.73,T6,4.39,,0.21,-0.75,PF3D7_0932300,M18 aspartyl aminopeptidase (M18AAP),33.73,3.37,0.73,0.67,0.65,0.85,3.92,9.34,16.48,2.17,23.15,8.85,1.57,5.19,52.61
XLOC_002862,TCONS_00004099,Pf3D7_09_v3,1291750,1292949,+,1199,1,"1199,","0,",0.22,,2.32,7.15,T20,3.03,,0.21,-0.87,PF3D7_0932400,"peptide release factor, putative",0.26,2.85,7.15,5.69,3.21,2.37,1.00,0.00,0.70,0.51,1.75,9.16,5.44,6.58,2.55
XLOC_002879,TCONS_00004123,Pf3D7_09_v3,1429500,1431398,+,970,3,"109,64,797,","0,777,1101,",0.22,,151.62,549.84,T14,5.97,YES,0.17,-0.50,PF3D7_0936100,early transcribed membrane protein,50.49,549.84,504.18,204.34,34.12,20.34,16.97,20.18,26.42,7.77,233.20,465.83,62.34,33.88,36.86
XLOC_002893,TCONS_00004140,Pf3D7_09_v3,1497692,1499147,+,1455,1,"1455,","0,",0.31,,7.29,22.29,T44,3.56,,0.18,0.26,PF3D7_0937800,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.85,2.04,3.31,6.12,2.24,0.97,3.95,17.20,22.29,10.10,3.13,7.71,10.96,12.66,61.76
XLOC_002896,TCONS_00004143,Pf3D7_09_v3,24216,25711,-,1495,1,"1495,","0,",0.34,,0.16,0.32,TT8,0.40,,0.19,-0.18,PF3D7_0900100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.00,0.10,0.20,0.10,0.07,0.07,0.22,0.29,0.13,0.27,0.32,1.41,6.37,11.14,13.43
XLOC_002897,TCONS_00004144,Pf3D7_09_v3,26798,27978,-,1180,1,"1180,","0,",0.28,,0.77,2.83,T14,1.94,,0.25,0.86,PF3D7_0900100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.41,2.83,1.24,1.01,0.46,0.35,0.47,0.00,0.55,0.77,0.45,5.67,7.44,8.83,5.64
XLOC_002908,TCONS_00004155,Pf3D7_09_v3,77963,79695,-,1732,1,"1732,","0,",0.23,,1.79,4.45,T28,2.45,YES,0.21,0.43,PF3D7_0901600,stevor,0.52,0.09,0.17,1.27,4.45,4.41,3.90,2.95,1.55,0.00,0.43,1.65,8.05,14.54,5.18
XLOC_002919,TCONS_00004173,Pf3D7_09_v3,127325,128232,-,907,2,"367,264,","0,643,",0.20,,6.51,17.22,T20,4.19,YES,0.17,0.16,PF3D7_0902900,"conserved Plasmodium protein, unknown function",4.79,4.87,17.22,11.35,10.18,8.74,4.96,0.00,2.20,3.32,3.94,4.35,11.22,6.65,2.08
XLOC_002919,TCONS_00004174,Pf3D7_09_v3,127325,128232,-,631,1,"907,","0,",0.20,,3.55,14.21,T24,3.93,YES,0.26,0.16,PF3D7_0902900,"conserved Plasmodium protein, unknown function",0.44,0.01,13.11,14.21,4.76,0.00,2.00,3.30,0.61,0.62,0.00,2.15,4.61,0.00,0.00
XLOC_002926,TCONS_00004182,Pf3D7_09_v3,172413,174140,-,1727,1,"1727,","0,",0.16,,3.89,10.55,T40,3.34,,0.19,-0.02,PF3D7_0903600.1,"conserved Plasmodium protein, unknown function",0.57,1.15,1.30,0.14,2.62,5.72,9.32,10.55,7.31,1.14,2.99,1.04,0.62,6.06,7.78
XLOC_002927,TCONS_00004183,Pf3D7_09_v3,182680,184615,-,1797,2,"505,1292,","0,643,",0.19,,10.11,21.47,T20,2.92,,0.16,-0.69,PF3D7_0903800,LCCL domain-containing protein (CCp4),4.45,20.92,21.47,12.50,14.24,12.35,7.43,4.91,3.46,1.97,7.49,23.13,11.94,20.84,5.80
XLOC_002970,TCONS_00004251,Pf3D7_09_v3,492007,493084,-,1077,1,"1077,","0,",0.23,,3.22,5.80,T32,2.19,,0.16,-0.30,PF3D7_0910700,"actin-like protein, putative (ALP5a)",0.49,2.50,3.78,3.62,4.51,5.80,4.07,4.53,3.03,0.88,2.18,3.66,8.24,15.91,8.75
XLOC_002972,TCONS_00004253,Pf3D7_09_v3,501427,503648,-,2221,1,"2221,","0,",0.17,,7.78,32.85,T6,5.01,YES,0.26,0.33,PF3D7_0911000,"phosphatidylinositol N-acetylglucosaminyltransferase, putative",32.85,2.70,0.08,0.25,0.05,0.16,0.05,1.89,17.15,3.68,26.67,7.16,0.75,0.00,8.67
XLOC_002985,TCONS_00004278,Pf3D7_09_v3,590176,591583,-,1407,1,"1407,","0,",0.21,,9.12,38.58,TT8,5.31,,0.25,-0.63,PF3D7_0913700,"conserved Plasmodium protein, unknown function",29.04,2.28,0.33,0.17,0.00,0.00,0.12,3.21,21.87,4.70,38.58,7.05,0.24,0.19,22.19
XLOC_002987,TCONS_00004280,Pf3D7_09_v3,599574,600556,-,982,1,"982,","0,",0.23,,6.09,29.43,T6,4.93,,0.24,-0.79,PF3D7_0914000,"pseudouridylate synthase, putative",29.43,1.11,0.36,0.00,0.48,1.13,1.63,4.53,11.07,6.54,10.73,2.39,0.26,1.66,17.47
XLOC_002998,TCONS_00004295,Pf3D7_09_v3,658547,659659,-,993,2,"972,21,","0,1091,",0.18,,4.24,14.43,T14,3.95,,0.21,-0.09,PF3D7_0915500,"conserved Plasmodium protein, unknown function",1.78,14.43,8.73,3.06,3.54,2.77,0.88,0.48,1.30,0.00,9.64,10.81,3.61,4.06,2.69
XLOC_003008,TCONS_00004309,Pf3D7_09_v3,716324,717853,-,1529,1,"1529,","0,",0.20,YES,5.05,25.53,T44,4.73,YES,0.26,0.13,PF3D7_0917200,"conserved Plasmodium membrane protein, unknown function",8.51,0.59,0.38,0.00,0.06,0.06,1.55,10.23,25.53,3.42,5.22,0.86,0.28,0.11,21.82
XLOC_003014,TCONS_00004316,Pf3D7_09_v3,758773,760815,-,1689,2,"1489,200,","0,1842,",0.24,,1.63,7.09,T36,3.02,YES,0.29,-0.58,PF3D7_0918400,"conserved Plasmodium protein, unknown function",0.00,0.50,0.00,0.00,0.00,0.98,7.09,4.42,3.83,0.00,1.09,0.88,0.98,7.95,1.81
XLOC_003014,TCONS_00004317,Pf3D7_09_v3,758773,760848,-,1546,3,"710,603,233,","0,987,1842,",0.25,,2.88,9.29,T32,3.36,YES,0.24,-0.58,PF3D7_0918400,"conserved Plasmodium protein, unknown function",9.26,0.00,0.00,0.01,1.44,9.29,5.37,3.41,2.86,0.09,0.00,0.65,2.59,8.10,6.47
XLOC_003014,TCONS_00004318,Pf3D7_09_v3,758773,760858,-,1833,2,"1590,243,","0,1842,",0.24,,3.84,10.27,T44,3.49,YES,0.20,-0.58,PF3D7_0918400,"conserved Plasmodium protein, unknown function",0.00,1.12,0.51,0.63,2.22,4.10,7.50,10.08,10.27,5.08,0.72,0.75,1.01,19.84,14.84
XLOC_003015,TCONS_00004319,Pf3D7_09_v3,765615,767042,-,1427,1,"1427,","0,",0.24,,2.30,12.89,TT8,3.80,YES,0.29,-0.78,PF3D7_0918600,"DNA helicase, putative",4.10,3.21,1.15,0.40,0.09,0.18,0.00,0.00,2.21,1.08,12.89,4.38,0.18,0.14,2.96
XLOC_003020,TCONS_00004325,Pf3D7_09_v3,798417,800175,-,1758,1,"1758,","0,",0.23,,1.57,2.93,T32,1.28,,0.17,0.11,PF3D7_0919500,"sugar transporter, putative",0.71,0.73,0.76,1.03,2.87,2.93,2.72,2.38,1.86,0.61,0.66,0.46,2.96,7.11,2.83
XLOC_003030,TCONS_00004339,Pf3D7_09_v3,892818,893942,-,1124,1,"1124,","0,",0.18,,4.08,10.75,T14,2.57,,0.18,-0.64,PF3D7_0922000,"dynein intermediate chain 2, ciliary",2.46,10.75,8.18,4.92,2.68,2.52,1.53,0.97,1.03,1.14,8.68,9.00,1.59,3.50,2.34
