circRNA_ID,Chromosome,Start,Stop,Supporting reads,Strand,Unique Supporting reads,Best quality of anchor A,Best quality of anchor B,Samples,Sample counts,Edits,Anchor overlap,Breakpoints,Length (genomic distance),Associated annotation             (if applicable),Correlation with linear counterpart,Annotation description
bowtie_circ_004902,Pf3D7_14_v3,937052,938141,3,+,3,40,40,"T44,T48","2,1",0,0,1,1089,PF3D7_1423300,,serine/threonine protein phosphatase (PP7)
bowtie_circ_004952,Pf3D7_10_v3,582594,582852,3,-,3,40,40,"T28,T40","1,2",2,0,1,258,PF3D7_1014600,,transcriptional coactivator ADA2 (ADA2)
bowtie_circ_004988,Pf3D7_14_v3,2226580,2226710,3,-,3,40,40,"T24,T36,T44","1,1,1",0,0,1,130,PF3D7_1454200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005003,Pf3D7_05_v3,295611,295734,3,-,3,40,40,"LRET,T28,T40","1,1,1",0,0,1,123,PF3D7_0507100,,"60S ribosomal protein L4, putative"
bowtie_circ_005020,Pf3D7_11_v3,605825,605942,3,+,3,40,5,"S3,T40","2,1",0,0,1,117,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_005033,Pf3D7_06_v3,1003421,1003649,3,+,3,40,40,"T24,T36,T40","1,1,1",2,0,1,228,PF3D7_0624600,,"SNF2 helicase, putative (ISWI)"
bowtie_circ_005061,Pf3D7_04_v3,386278,386460,3,+,3,40,40,"T40,T48","1,2",2,0,1,182,PF3D7_0407800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005067,Pf3D7_13_v3,2089193,2089307,3,+,3,40,40,"T20,T36,T48","1,1,1",1,0,1,114,PF3D7_1352400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005090,Pf3D7_10_v3,1257936,1258095,3,+,3,40,40,"T40,T48","2,1",0,0,1,159,PF3D7_1031200,,MORN repeat-containing protein 1 (MORN1)
bowtie_circ_005094,Pf3D7_11_v3,1790690,1790797,3,-,3,40,40,"T40,T48","2,1",2,0,1,107,PF3D7_1145200,,"serine/threonine protein kinase, putative"
bowtie_circ_005108,Pf3D7_14_v3,2207871,2208033,3,+,3,37,40,"T36,T44","1,2",0,0,1,162,PF3D7_1453700,,co-chaperone p23 (P23)
bowtie_circ_005119,Pf3D7_13_v3,1688367,1688499,3,-,3,6,40,"T24,T32,T36","1,1,1",2,0,1,132,PF3D7_1342900,,transcription factor with AP2 domain(s) (ApiAP2)
bowtie_circ_005150,Pf3D7_13_v3,2093479,2093686,3,+,3,40,5,"ER,MTLT","1,2",1,0,1,207,PF3D7_1352500,,"thioredoxin-related protein, putative"
bowtie_circ_005163,Pf3D7_12_v3,1920829,1920949,3,+,3,40,40,"T40,T48","1,2",0,0,1,120,PF3D7_1246200,,actin I (ACT1)
bowtie_circ_005210,Pf3D7_03_v3,694661,694775,3,-,3,40,40,"T24,T36,T48","1,1,1",1,0,1,114,PF3D7_0317200,,cdc2-related protein kinase 4 (CRK4)
bowtie_circ_005246,Pf3D7_09_v3,271215,271342,5,+,3,40,40,"T4+8,T40","3,2",1,0,1,127,PF3D7_0905400,,high molecular weight rhoptry protein 3 (RhopH3)
bowtie_circ_005254,Pf3D7_12_v3,1126700,1126805,3,+,3,5,40,"T28,T40","1,2",0,0,1,105,PF3D7_1227600,,"cyclin related protein, putative"
bowtie_circ_005264,Pf3D7_06_v3,259375,259661,3,+,3,40,5,"T28,T40","2,1",0,0,1,286,PF3D7_0606100,,"RNA binding protein, putative"
bowtie_circ_005292,Pf3D7_03_v3,913036,913195,3,+,3,40,40,"T24,T32,T40","1,1,1",1,0,1,159,PF3D7_0321800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005306,Pf3D7_14_v3,2825358,2826763,3,+,3,40,40,"LRET,T24","1,2",0,0,1,1405,PF3D7_1468700,,eukaryotic initiation factor 4A (eIF4A)
bowtie_circ_005323,Pf3D7_14_v3,247404,247721,3,-,3,40,40,"T44,TT4","1,2",0,0,1,317,PF3D7_1406800,,glideosome associated protein with multiple membrane spans 3 (GAPM3)
bowtie_circ_005327,Pf3D7_11_v3,786772,786886,3,-,3,40,5,"T28,T40","1,2",0,0,1,114,PF3D7_1120700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005346,Pf3D7_02_v3,797682,797801,3,+,3,5,40,"S3,T48","1,2",2,0,1,119,PF3D7_0220000,,liver stage antigen 3 (LSA3)
bowtie_circ_005381,Pf3D7_10_v3,1141184,1141286,3,-,3,5,40,"T36,T40","2,1",0,0,1,102,PF3D7_1027300,,peroxiredoxin (nPrx)
bowtie_circ_005382,Pf3D7_05_v3,1206946,1207438,3,+,3,40,40,"T24,T40","1,2",0,0,1,492,PF3D7_0529500,,"cell cycle regulator protein, putative"
bowtie_circ_005397,Pf3D7_11_v3,542333,544831,6,-,3,40,40,"T4+8,TT4","2,4",0,0,1,2498,PF3D7_1114200,,"GTPase activator, putative"
bowtie_circ_005413,Pf3D7_11_v3,1968214,1968355,3,+,3,40,40,"S3,T28","1,2",1,0,1,141,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_005421,Pf3D7_10_v3,845293,845881,3,-,3,40,40,"T20,T44,TT4","1,1,1",0,0,1,588,PF3D7_1020900,,ADP-ribosylation factor (ARF1)
bowtie_circ_005423,Pf3D7_05_v3,1071769,1071901,4,+,3,40,40,"T4+8,T44,T48","2,1,1",1,0,1,132,PF3D7_0525800,,membrane skeletal protein IMC1-related
bowtie_circ_005444,Pf3D7_07_v3,141213,141384,3,+,3,40,40,"ER,LRET,T36","1,1,1",1,0,1,171,PF3D7_0703500,,erythrocyte membrane-associated antigen
bowtie_circ_005450,Pf3D7_12_v3,1847905,1848077,3,+,3,40,40,"ER,T36,T48","1,1,1",0,0,1,172,PF3D7_1244100,,"N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative"
bowtie_circ_005455,Pf3D7_11_v3,1688297,1688437,3,+,3,6,40,"S3,T36","1,2",1,0,1,140,PF3D7_1142100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005473,Pf3D7_14_v3,289408,289527,4,-,3,40,40,T12+16,4,2,0,1,119,PF3D7_1407900,,plasmepsin I (PMI)
bowtie_circ_005495,Pf3D7_11_v3,131326,131997,3,-,3,40,40,"T12+16,TT4","1,2",0,0,1,671,PF3D7_1102800,,early transcribed membrane protein 11.2 (ETRAMP11.2)
bowtie_circ_005512,Pf3D7_13_v3,1234146,1234422,4,-,3,40,40,"LRET,TT4","2,2",0,0,1,276,PF3D7_1329100,,myosin C (MyoC)
bowtie_circ_005526,Pf3D7_13_v3,381155,381307,3,-,3,40,40,"ER,T28,T36","1,1,1",2,0,1,152,PF3D7_1308400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005574,Pf3D7_05_v3,1156312,1156497,3,-,3,40,40,"T24,T32,T36","1,1,1",0,0,1,185,PF3D7_0528000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005603,Pf3D7_14_v3,1322623,1322815,3,-,3,40,40,"T36,T40","2,1",1,0,1,192,PF3D7_1433400,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_005622,Pf3D7_11_v3,1094784,1095042,3,+,3,40,40,"T36,T44","1,2",0,0,1,258,PF3D7_1128100,,"cochaperone prefoldin complex subunit, putative"
bowtie_circ_005626,Pf3D7_13_v3,1910019,1910183,3,+,3,40,40,"T40,T44","1,2",0,0,1,164,PF3D7_1347700,,ethanolamine-phosphate cytidylyltransferase (ECT)
bowtie_circ_005646,Pf3D7_11_v3,1790004,1790206,3,-,3,40,5,"T44,T48","2,1",2,0,1,202,PF3D7_1145200,,"serine/threonine protein kinase, putative"
bowtie_circ_005651,Pf3D7_12_v3,1920829,1920973,5,+,3,40,40,"S3,T4+8","1,4",0,0,1,144,PF3D7_1246200,,actin I (ACT1)
bowtie_circ_005661,Pf3D7_08_v3,657343,657454,3,+,3,40,40,"LRET,T24,T32","1,1,1",0,0,1,111,PF3D7_0813300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005668,Pf3D7_06_v3,367308,367462,3,+,3,40,40,"S3,T32,T44","1,1,1",1,0,1,154,PF3D7_0608900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005688,Pf3D7_12_v3,990308,990416,3,-,3,40,40,"LRET,T40","1,2",0,0,1,108,PF3D7_1224300,,"polyadenylate-binding protein, putative (PABP)"
bowtie_circ_005695,Pf3D7_13_v3,2034019,2034139,3,+,3,40,40,"T24,T28","2,1",1,0,1,120,PF3D7_1351000,,"phosphatidylinositol transfer protein, putative"
bowtie_circ_000003,Pf3D7_05_v3,1221397,1222093,2,-,2,40,40,"ER,T32","1,1",0,0,1,696,PF3D7_0529900,,"RING zinc finger protein, putative"
bowtie_circ_000020,Pf3D7_09_v3,739728,739896,2,+,2,40,40,"LRET,T20","1,1",0,0,1,168,PF3D7_0917900,,heat shock protein 70 (HSP70-2)
bowtie_circ_000036,Pf3D7_06_v3,817946,818240,2,-,2,40,40,S3,2,0,0,1,294,PF3D7_0619400,,"cell division cycle protein 48 homologue, putative"
bowtie_circ_000041,Pf3D7_14_v3,2711308,2711524,2,+,2,40,40,"T40,T44","1,1",0,0,1,216,PF3D7_1466300,,"26S proteasome regulatory subunit, putative"
bowtie_circ_000053,Pf3D7_11_v3,416108,416277,2,-,2,40,40,T36,2,2,0,1,169,PF3D7_1110400,,asparagine-rich antigen
bowtie_circ_000054,Pf3D7_11_v3,1721158,1721413,4,+,2,40,40,"S3,T4+8","1,3",0,0,1,255,PF3D7_1143100,,transcription factor with AP2 domain(s) (AP2-O)
bowtie_circ_000059,Pf3D7_13_v3,1776337,1776471,2,+,2,40,5,"T48,TT4","1,1",1,0,1,134,PF3D7_1344300,,"conserved protein, unknown function"
bowtie_circ_000063,Pf3D7_11_v3,191488,191593,2,-,2,40,40,T36,2,0,0,1,105,PF3D7_1104300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000066,Pf3D7_13_v3,891326,892357,2,-,2,40,40,"T40,T48","1,1",0,0,1,1031,PF3D7_1321500,,"3',5'-cyclic nucleotide phosphodiesterase, putative (PDEbeta)"
bowtie_circ_000068,Pf3D7_01_v3,440554,440851,2,-,2,5,40,"T44,T48","1,1",0,0,1,297,PF3D7_0111500,,"UMP-CMP kinase, putative"
bowtie_circ_000078,Pf3D7_05_v3,1000871,1001075,2,+,2,40,40,T24,2,1,0,1,204,PF3D7_0524000,,karyopherin beta (KASbeta)
bowtie_circ_000085,Pf3D7_01_v3,488229,488703,2,+,2,40,40,"ER,T24","1,1",1,0,1,474,PF3D7_0113000,,glutamic acid-rich protein (GARP)
bowtie_circ_000086,Pf3D7_10_v3,196609,196726,2,-,2,40,40,"T28,T36","1,1",2,0,1,117,PF3D7_1004200,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_000087,Pf3D7_04_v3,666123,666892,2,+,2,40,40,"ER,T44","1,1",0,0,1,769,PF3D7_0414900,,armadillo-domain containing rhoptry protein (ARO)
bowtie_circ_000100,Pf3D7_11_v3,723085,723219,2,-,2,40,40,"T24,T36","1,1",0,0,1,134,PF3D7_1119200,,"conserved protein, unknown function"
bowtie_circ_000112,Pf3D7_01_v3,141339,142230,2,-,2,40,40,"ER,T32","1,1",0,0,1,891,PF3D7_0103200,,nucleoside transporter 4 (NT4)
bowtie_circ_000116,Pf3D7_05_v3,1202020,1203805,2,+,2,40,40,"T24,T32","1,1",0,0,1,1785,PF3D7_0529400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000118,Pf3D7_05_v3,489848,490030,2,+,2,40,5,"T32,T36","1,1",0,0,1,182,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_000132,Pf3D7_05_v3,254633,254860,2,-,2,40,40,"T32,T40","1,1",1,0,1,227,PF3D7_0731300,,"Plasmodium exported protein (PHISTb), unknown function (PfG174)"
bowtie_circ_000142,Pf3D7_06_v3,1361992,1362187,2,-,2,40,40,"ER,S3","1,1",2,0,1,195,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_000149,Pf3D7_14_v3,1930286,1931092,2,+,2,40,40,"ER,T12+16","1,1",0,0,1,806,PF3D7_0713400,,"serpentine receptor, putative (SR25)"
bowtie_circ_000155,Pf3D7_05_v3,446207,446377,2,+,2,5,40,"T40,T44","1,1",1,0,1,170,PF3D7_1447000,,"40S ribosomal protein S2, putative"
bowtie_circ_000159,Pf3D7_10_v3,542855,544472,2,+,2,6,40,T40,2,0,0,1,1617,PF3D7_0510500,,topoisomerase I
bowtie_circ_000179,Pf3D7_07_v3,621708,622820,2,-,2,5,40,S3,2,0,0,1,1112,PF3D7_1013800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000182,Pf3D7_11_v3,1119691,1119871,2,-,2,40,40,T40,2,1,0,1,180,PF3D7_0713700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000186,Pf3D7_10_v3,1093121,1093249,2,-,2,40,40,"T36,T44","1,1",0,0,1,128,PF3D7_1128900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000196,Pf3D7_14_v3,1093473,1093689,2,+,2,40,40,LRET,2,0,0,1,216,PF3D7_0818900,,heat shock protein 70 (HSP70)
bowtie_circ_000210,Pf3D7_10_v3,1478103,1478397,2,-,2,40,40,"T36,T40","1,1",0,0,1,294,PF3D7_1037300,,ADP/ATP transporter on adenylate translocase
bowtie_circ_000242,Pf3D7_11_v3,637208,637367,2,+,2,40,5,"ER,LRET","1,1",1,0,1,159,PF3D7_1116800,,heat shock protein 101 (HSP101)
bowtie_circ_000247,Pf3D7_14_v3,1623445,1623601,2,+,2,40,40,"MTLT,T32","1,1",1,0,1,156,PF3D7_1439900,,triosephosphate isomerase (TIM)
bowtie_circ_000271,Pf3D7_06_v3,1222000,1222122,2,+,2,40,40,"T28,T32","1,1",1,0,1,122,PF3D7_0629700,,"SET domain protein, putative (SET1)"
bowtie_circ_000278,Pf3D7_14_v3,1798863,1798983,2,+,2,40,40,"T40,T44","1,1",0,0,1,120,PF3D7_1443900,,"heat shock protein 90, putative (HSP90)"
bowtie_circ_000280,Pf3D7_04_v3,814489,814619,2,-,2,40,40,"T12+16,TT4","1,1",0,0,1,130,PF3D7_0418100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000287,Pf3D7_13_v3,1899202,1899362,3,-,2,40,40,"T12+16,T48","2,1",2,0,1,160,PF3D7_1347500,,DNA/RNA-binding protein Alba 4 (ALBA4)
bowtie_circ_000288,Pf3D7_08_v3,657286,657454,2,+,2,40,5,"ER,TT4","1,1",0,0,1,168,PF3D7_0813300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000289,Pf3D7_10_v3,999870,999970,2,-,2,40,40,"LRET,T36","1,1",0,0,1,100,PF3D7_1023900,,"chromodomain-helicase-DNA-binding protein 1 homolog, putative (CHD1)"
bowtie_circ_000290,Pf3D7_10_v3,1425165,1425402,3,+,2,5,40,"T4+8,TT4","2,1",1,0,1,237,PF3D7_1035900,,"probable protein, unknown function (M566)"
bowtie_circ_000300,Pf3D7_08_v3,657301,657454,2,+,2,40,5,"T20,T24","1,1",0,0,1,153,PF3D7_0813300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000324,Pf3D7_07_v3,481773,481886,2,-,2,40,2,"T12+16,T24","1,1",2,0,1,113,PF3D7_0710700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000328,Pf3D7_07_v3,309926,310086,2,+,2,40,40,"T24,T48","1,1",1,0,1,160,PF3D7_0706500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000329,Pf3D7_09_v3,608877,609452,2,-,2,40,40,TT4,2,0,0,1,575,PF3D7_0914200,,"phospholipid or glycerol acyltransferase, putative"
bowtie_circ_000342,Pf3D7_08_v3,571235,571355,4,+,2,40,40,"T28,T4+8","1,3",0,0,1,120,PF3D7_0811300,,CCR4-associated factor 1 (CAF1)
bowtie_circ_000346,Pf3D7_13_v3,2398185,2398331,2,+,2,40,35,"S3,T36","1,1",0,0,1,146,PF3D7_1359900,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_000349,Pf3D7_03_v3,279287,279557,2,-,2,40,40,"ER,T20","1,1",0,0,1,270,PF3D7_0305700,,"ubiquitin conjugating enzyme E2, putative"
bowtie_circ_000359,Pf3D7_10_v3,698432,699480,2,-,2,40,40,"T12+16,T24","1,1",0,0,1,1048,PF3D7_1017400,,"phosphomannomutase, putative"
bowtie_circ_000360,Pf3D7_08_v3,1294941,1295190,2,+,2,6,40,"T32,TT4","1,1",0,0,1,249,NA,,NA
bowtie_circ_000377,Pf3D7_14_v3,345048,345170,2,-,2,40,40,"T36,T40","1,1",0,0,1,122,PF3D7_1408700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000378,Pf3D7_13_v3,1594460,1594628,2,+,2,40,5,T36,2,0,0,1,168,PF3D7_1339700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000392,Pf3D7_02_v3,305097,305249,2,-,2,40,40,T48,2,1,0,1,152,PF3D7_0207600,,serine repeat antigen 5 (SERA5)
bowtie_circ_000396,Pf3D7_09_v3,608413,610113,2,-,2,40,40,"LRET,T12+16","1,1",0,0,1,1700,PF3D7_0914200,,"phospholipid or glycerol acyltransferase, putative"
bowtie_circ_000420,Pf3D7_06_v3,172353,172533,2,-,2,40,40,"T40,T48","1,1",2,0,1,180,PF3D7_0604100,,"transcription factor with AP2 domain(s),SPE2-interacting protein (SIP2)"
bowtie_circ_000441,Pf3D7_04_v3,1060369,1060483,2,+,2,40,40,"T44,T48","1,1",0,0,1,114,PF3D7_0423500,,glideosome associated protein with multiple membrane spans 2 (GAPM2)
bowtie_circ_000444,Pf3D7_02_v3,278072,278219,2,-,2,40,5,"T36,T40","1,1",1,0,1,147,PF3D7_0207000,,merozoite surface protein 4 (MSP4)
bowtie_circ_000454,Pf3D7_07_v3,272348,272465,2,-,2,40,40,"LRET,T48","1,1",0,0,1,117,PF3D7_0705500,,"inositol-phosphate phosphatase, putative"
bowtie_circ_000476,Pf3D7_07_v3,916736,916898,2,+,2,40,40,T32,2,2,0,1,162,PF3D7_0721100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000482,Pf3D7_10_v3,1442647,1442935,2,+,2,40,40,"T36,T48","1,1",1,0,1,288,PF3D7_1036500,,"probable protein, unknown function"
bowtie_circ_000484,Pf3D7_13_v3,965893,966007,2,-,2,40,40,"ER,LRET","1,1",1,0,1,114,PF3D7_1323100,,"60S ribosomal protein L6, putative"
bowtie_circ_000511,Pf3D7_13_v3,1653424,1653524,2,+,2,40,40,"LRET,T24","1,1",1,0,1,100,PF3D7_1342000,,"40S ribosomal protein S6, putative"
bowtie_circ_000515,Pf3D7_06_v3,587647,587782,2,+,2,40,5,T36,2,2,0,1,135,PF3D7_0614000,,"thiamin-phosphate pyrophosphorylase, putative"
bowtie_circ_000530,Pf3D7_01_v3,446494,446700,2,+,2,5,40,"T24,T28","1,1",0,0,1,206,PF3D7_0111800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000536,Pf3D7_02_v3,442489,442651,2,-,2,40,6,"T24,T36","1,1",0,0,1,162,PF3D7_0210900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000538,Pf3D7_08_v3,687880,688066,4,+,2,40,40,TT4,4,0,0,1,186,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_000549,Pf3D7_06_v3,253643,253743,2,-,2,40,40,"ER,T40","1,1",0,0,1,100,PF3D7_0606000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000554,Pf3D7_01_v3,359383,359972,3,+,2,40,35,T4+8,3,0,0,1,589,PF3D7_0108800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000567,Pf3D7_08_v3,799030,799503,2,+,2,40,40,"S3,T28","1,1",0,0,1,473,PF3D7_0817500,,"protein kinase c inhibitor-like protein, putative"
bowtie_circ_000571,Pf3D7_02_v3,469800,470027,2,+,2,40,40,"T24,T36","1,1",0,0,1,227,PF3D7_0211700,,"protein kinase, putative (TKL1)"
bowtie_circ_000575,Pf3D7_04_v3,702147,702568,3,-,2,40,40,"T48,TT4","1,2",0,0,1,421,PF3D7_0416000,,"RNA binding protein, putative"
bowtie_circ_000595,Pf3D7_11_v3,977274,977926,2,-,2,40,40,"S3,T24","1,1",0,0,1,652,PF3D7_1124800,,"nuclear preribosomal assembly protein, putative"
bowtie_circ_000603,Pf3D7_07_v3,340507,340720,2,+,2,40,40,"T40,T48","1,1",1,0,1,213,PF3D7_0707300,,rhoptry-associated membrane antigen (RAMA)
bowtie_circ_000605,Pf3D7_07_v3,144106,144672,2,+,2,40,40,S3,2,0,0,1,566,PF3D7_0703600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000615,Pf3D7_06_v3,816328,816652,2,-,2,40,40,"T28,T44","1,1",0,0,1,324,PF3D7_0619400,,"cell division cycle protein 48 homologue, putative"
bowtie_circ_000623,Pf3D7_05_v3,1043340,1043466,2,+,2,40,40,"MTLT,TT4","1,1",2,0,1,126,PF3D7_0525100,,acyl-CoA synthetase (ACS10)
bowtie_circ_000641,Pf3D7_03_v3,399797,399947,2,+,2,40,40,"S3,T44","1,1",0,0,1,150,PF3D7_0309300,,"N2227-like protein, putative"
bowtie_circ_000667,Pf3D7_05_v3,488695,488935,2,+,2,40,5,"T24,T40","1,1",1,0,1,240,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_000694,Pf3D7_09_v3,425650,425809,2,+,2,40,40,"LRET,T28","1,1",0,0,1,159,PF3D7_0909400,,"exoribonuclease, putative"
bowtie_circ_000701,Pf3D7_14_v3,2981816,2982227,2,+,2,40,40,"T28,T36","1,1",0,0,1,411,PF3D7_1473200,,"DnaJ protein, putative"
bowtie_circ_000704,Pf3D7_08_v3,1367296,1367407,2,-,2,40,40,"T20,T48","1,1",0,0,1,111,PF3D7_0831700,,heat shock protein 70 (HSP70-x)
bowtie_circ_000707,Pf3D7_09_v3,152908,153085,2,-,2,40,5,"T28,T36","1,1",0,0,1,177,PF3D7_0903400,,"DEAD/DEAH box helicase, putative"
bowtie_circ_000723,Pf3D7_10_v3,675571,675676,2,-,2,40,40,"T12+16,T44","1,1",2,0,1,105,PF3D7_1016800,,"Plasmodium exported protein (PHISTc), unknown function"
bowtie_circ_000739,Pf3D7_10_v3,1326147,1326330,2,-,2,40,40,"T32,T40","1,1",1,0,1,183,PF3D7_1033100,,S-adenosylmethionine decarboxylase/ornithine decarboxylase (AdoMetDC/ODC)
bowtie_circ_000749,Pf3D7_06_v3,864481,864730,2,+,2,40,40,"T20,T36","1,1",1,0,1,249,PF3D7_0621000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000754,Pf3D7_11_v3,331363,331477,2,+,2,5,40,"T28,T44","1,1",2,0,1,114,PF3D7_1107800,,transcription factor with AP2 domain(s) (ApiAP2)
bowtie_circ_000757,Pf3D7_06_v3,286434,286576,4,+,2,40,40,TT4,4,0,0,1,142,PF3D7_0606700,,"coatomer alpha subunit, putative"
bowtie_circ_000762,Pf3D7_06_v3,709069,709197,2,+,2,40,5,"T12+16,T24","1,1",2,0,1,128,NA,,NA
bowtie_circ_000765,Pf3D7_14_v3,2592898,2593083,2,-,2,40,40,"T12+16,T28","1,1",2,0,1,185,PF3D7_1464000,,"YL1 nuclear protein, putative"
bowtie_circ_000771,Pf3D7_06_v3,796934,797532,2,+,2,40,40,T28,2,0,0,1,598,PF3D7_0619100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000776,Pf3D7_11_v3,1043630,1044466,2,-,2,40,40,T48,2,0,0,1,836,PF3D7_1126700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000791,Pf3D7_08_v3,687808,688009,2,+,2,40,40,"T36,T40","1,1",0,0,1,201,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_000797,Pf3D7_10_v3,1402570,1402786,2,-,2,5,40,"S3,T4+8","1,1",2,0,1,216,PF3D7_1035300,,glutamate-rich protein (GLURP)
bowtie_circ_000800,Pf3D7_11_v3,605123,605669,2,+,2,0,40,"S3,T40","1,1",1,0,1,546,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_000805,Pf3D7_14_v3,2756385,2756579,2,+,2,5,40,"T32,T36","1,1",0,0,1,194,PF3D7_1467500,,"DNA/RNA-binding protein KIN17, putative"
bowtie_circ_000806,Pf3D7_10_v3,1162972,1163113,2,+,2,40,40,ER,2,0,0,1,141,PF3D7_1028000,,"methyltransferase, putative"
bowtie_circ_000810,Pf3D7_07_v3,395904,396008,2,+,2,40,40,"T32,T44","1,1",0,0,1,104,PF3D7_0708800,,heat shock protein 110 (HSP110c)
bowtie_circ_000815,Pf3D7_11_v3,221840,222020,2,+,2,40,40,"T32,T48","1,1",1,0,1,180,PF3D7_1105000,,histone H4 (H4)
bowtie_circ_000823,Pf3D7_05_v3,494165,494439,2,+,2,5,40,"T24,T32","1,1",0,0,1,274,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_000827,Pf3D7_01_v3,410319,410950,2,+,2,40,40,T28,2,0,0,1,631,PF3D7_0110600,,phosphatidylinositol-4-phosphate 5-kinase (PIP5K)
bowtie_circ_000831,Pf3D7_14_v3,359572,359697,2,+,2,40,35,"T28,T36","1,1",0,0,1,125,PF3D7_1409100,,"aldo-keto reductase, putative"
bowtie_circ_000837,Pf3D7_04_v3,615635,615767,2,+,2,40,40,"T32,T40","1,1",0,0,1,132,PF3D7_0413500,,phosphoglucomutase-2 (PGM2)
bowtie_circ_000841,Pf3D7_09_v3,1172762,1172906,2,+,2,40,40,T12+16,2,2,0,1,144,PF3D7_0929300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000846,Pf3D7_14_v3,96147,97627,3,-,2,40,40,"MTLT,T12+16","1,2",0,0,1,1480,PF3D7_1402700,,"pre-mRNA splicing factor, putative"
bowtie_circ_000861,Pf3D7_02_v3,273975,274089,2,+,2,40,40,"S3,T48","1,1",0,0,1,114,PF3D7_0206800,,merozoite surface protein 2 (MSP2)
bowtie_circ_000864,Pf3D7_05_v3,353634,353755,3,-,2,40,40,T4+8,3,0,0,1,121,PF3D7_0508500,,guanidine nucleotide exchange factor (RCC1)
bowtie_circ_000876,Pf3D7_10_v3,1168047,1168279,2,-,2,40,40,"T20,T32","1,1",1,0,1,232,PF3D7_1028300,,"nucleolar preribosomal assembly protein, putative"
bowtie_circ_000878,Pf3D7_12_v3,1897219,1898503,2,+,2,40,40,S3,2,0,0,1,1284,PF3D7_1245500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000893,Pf3D7_08_v3,86990,87107,2,+,2,6,40,"T24,T40","1,1",1,0,1,117,PF3D7_0801000,,"Plasmodium exported protein (PHISTc), unknown function"
bowtie_circ_000898,Pf3D7_03_v3,535056,535184,2,+,2,40,40,"ER,T20","1,1",0,0,1,128,PF3D7_0312800,,"60S ribosomal protein L26, putative"
bowtie_circ_000900,Pf3D7_11_v3,941789,941913,2,+,2,40,5,"T32,T36","1,1",2,0,1,124,PF3D7_1123800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000908,Pf3D7_11_v3,204852,205772,2,-,2,40,40,T32,2,0,0,1,920,PF3D7_1104700,,"RNA polymerase subunit, putative"
bowtie_circ_000913,Pf3D7_12_v3,1908404,1908594,2,+,2,40,40,ER,2,0,0,1,190,PF3D7_1245800,,"clathrin coat assembly protein AP180, putative"
bowtie_circ_000932,Pf3D7_02_v3,800722,800989,2,+,2,40,40,"ER,T48","1,1",0,0,1,267,PF3D7_0220000,,liver stage antigen 3 (LSA3)
