Transcript_ID,Chrm,Start,End,GC_percent,,lengths,Strand,OtherInfo,N_Sum,C_Sum,log2FC(sum_N/sum_C),estimated_Location,Cluster,Stage
TCONS_00003202,Pf3D7_11_v3,1437988,1438833,0.1489362,Pf3D7_11_v3:1437988-1438833,846,+, oId CUFF.2749.1; transcript_id TCONS_00003202; tss_id TSS2885;gene_id XLOC_002582; ExonInfo:1437988:1438833; total_nExon:1,968,841,0.2,Both,9,LG
TCONS_00003203,Pf3D7_11_v3,1439186,1440441,0.152866242,Pf3D7_11_v3:1439186-1440441,1256,+, oId CUFF.2750.1; transcript_id TCONS_00003203; tss_id TSS2886;gene_id XLOC_002583; ExonInfo:1439186:1440441; total_nExon:1,766,440,0.8,N,6,S
TCONS_00003204,Pf3D7_11_v3,1453464,1454762,0.150885296,Pf3D7_11_v3:1453464-1454762,1299,+, oId CUFF.2753.1; transcript_id TCONS_00003204; tss_id TSS2887;gene_id XLOC_002584; ExonInfo:1453464:1454762; total_nExon:1,930,603,0.62,N,1,R
TCONS_00003205,Pf3D7_11_v3,1454813,1455315,0.1371769,Pf3D7_11_v3:1454813-1455315,503,+, oId CUFF.2754.1; transcript_id TCONS_00003205; tss_id TSS2888;gene_id XLOC_002585; ExonInfo:1454813:1455315; total_nExon:1,242,360,-0.57,C,7,S
TCONS_00003206,Pf3D7_11_v3,1455646,1455882,0.172995781,Pf3D7_11_v3:1455646-1455882,237,+, oId CUFF.2756.1; transcript_id TCONS_00003206; tss_id TSS2889;gene_id XLOC_002586; ExonInfo:1455646:1455882; total_nExon:1,2176,2635,-0.28,Both,2,R
TCONS_00003209,Pf3D7_11_v3,1514593,1515680,0.131433824,Pf3D7_11_v3:1514593-1515680,1088,+, oId CUFF.2769.1; transcript_id TCONS_00003209; tss_id TSS2892;gene_id XLOC_002589; ExonInfo:1514593:1515680; total_nExon:1,141,47,1.58,N,6,S
TCONS_00003210,Pf3D7_11_v3,1516455,1517528,0.090316574,Pf3D7_11_v3:1516455-1517528,1074,+, oId CUFF.2770.1; transcript_id TCONS_00003210; tss_id TSS2893;gene_id XLOC_002590; ExonInfo:1516455:1517528; total_nExon:1,526,620,-0.24,Both,5,T
TCONS_00003211,Pf3D7_11_v3,1521778,1522191,0.118357488,Pf3D7_11_v3:1521778-1522191,414,+, oId CUFF.2771.1; transcript_id TCONS_00003211; tss_id TSS2894;gene_id XLOC_002591; ExonInfo:1521778:1522191; total_nExon:1,1659,3280,-0.98,C,5,T
TCONS_00003214,Pf3D7_11_v3,1566380,1567219,0.1214286,Pf3D7_11_v3:1566380-1567219,840,+, oId CUFF.2777.1; transcript_id TCONS_00003214; tss_id TSS2896;gene_id XLOC_002593; ExonInfo:1566380:1567219; total_nExon:1,671,228,1.56,N,9,LG
TCONS_00003219,Pf3D7_11_v3,1632076,1632464,0.11311054,Pf3D7_11_v3:1632076-1632464,389,+, oId CUFF.2790.1; transcript_id TCONS_00003219; tss_id TSS2901;gene_id XLOC_002598; ExonInfo:1632076:1632464; total_nExon:1,363,329,0.14,Both,5,T
TCONS_00003222,Pf3D7_11_v3,1671922,1672242,0.127725857,Pf3D7_11_v3:1671922-1672242,321,+, oId CUFF.2795.1; transcript_id TCONS_00003222; tss_id TSS2903;gene_id XLOC_002600; ExonInfo:1671922:1672242; total_nExon:1,2169,986,1.14,N,4,T
TCONS_00003224,Pf3D7_11_v3,1726068,1727350,0.1480904,Pf3D7_11_v3:1726068-1727350,1283,+, oId CUFF.2805.1; transcript_id TCONS_00003224; tss_id TSS2905;gene_id XLOC_002602; ExonInfo:1726068:1727350; total_nExon:1,1561,979,0.67,N,9,LG
TCONS_00003225,Pf3D7_11_v3,1727491,1729454,0.130855397,Pf3D7_11_v3:1727491-1729454,1964,+, oId CUFF.2806.1; transcript_id TCONS_00003225; tss_id TSS2906;gene_id XLOC_002603; ExonInfo:1727491:1729454; total_nExon:1,789,647,0.29,Both,6,S
TCONS_00003226,Pf3D7_11_v3,1731023,1731383,0.09972299,Pf3D7_11_v3:1731023-1731383,361,+, oId CUFF.2807.1; transcript_id TCONS_00003226; tss_id TSS2907;gene_id XLOC_002604; ExonInfo:1731023:1731383; total_nExon:1,1192,2179,-0.87,C,7,S
TCONS_00003227,Pf3D7_11_v3,1734044,1734641,0.108695652,Pf3D7_11_v3:1734044-1734641,598,+, oId CUFF.2808.1; transcript_id TCONS_00003227; tss_id TSS2908;gene_id XLOC_002605; ExonInfo:1734044:1734641; total_nExon:1,475,1041,-1.13,C,5,T
TCONS_00003229,Pf3D7_11_v3,1760692,1762111,0.1492958,Pf3D7_11_v3:1760692-1762111,1420,+, oId CUFF.2811.1; transcript_id TCONS_00003229; tss_id TSS2910;gene_id XLOC_002607; ExonInfo:1760692:1762111; total_nExon:1,476,225,1.08,N,9,LG
TCONS_00003233,Pf3D7_11_v3,1832150,1833354,0.102904564,Pf3D7_11_v3:1832150-1833354,1205,+, oId CUFF.2823.1; transcript_id TCONS_00003233; tss_id TSS2914;gene_id XLOC_002611; ExonInfo:1832150:1833354; total_nExon:1,12994,10167,0.35,Both,6,S
TCONS_00003234,Pf3D7_11_v3,1833435,1834239,0.147826087,Pf3D7_11_v3:1833435-1834239,805,+, oId CUFF.2824.1; transcript_id TCONS_00003234; tss_id TSS2915;gene_id XLOC_002612; ExonInfo:1833435:1834239; total_nExon:1,852,478,0.83,N,6,S
TCONS_00003247,Pf3D7_11_v3,1923112,1924437,0.1621418,Pf3D7_11_v3:1923112-1924437,1326,+, oId CUFF.2836.1; transcript_id TCONS_00003247; tss_id TSS2923;gene_id XLOC_002617; ExonInfo:1923112:1924284|1924324:1924437; total_nExon:2,23166,17036,0.44,Both,9,LG
TCONS_00003249,Pf3D7_11_v3,1938554,1939563,0.158415842,Pf3D7_11_v3:1938554-1939563,1010,+, oId CUFF.2840.1; transcript_id TCONS_00003249; tss_id TSS2925;gene_id XLOC_002619; ExonInfo:1938554:1939563; total_nExon:1,346,215,0.68,N,1,R
TCONS_00003250,Pf3D7_11_v3,1942837,1944363,0.116568435,Pf3D7_11_v3:1942837-1944363,1527,+, oId CUFF.2843.1; transcript_id TCONS_00003250; tss_id TSS2926;gene_id XLOC_002620; ExonInfo:1942837:1944363; total_nExon:1,554,439,0.34,Both,1,R
TCONS_00003253,Pf3D7_11_v3,1989920,1990814,0.14301676,Pf3D7_11_v3:1989920-1990814,895,+, oId CUFF.2849.1; transcript_id TCONS_00003253; tss_id TSS2929;gene_id XLOC_002623; ExonInfo:1989920:1990814; total_nExon:1,397,94,2.07,N,4,T
TCONS_00003254,Pf3D7_11_v3,1997009,1997884,0.173515982,Pf3D7_11_v3:1997009-1997884,876,+, oId CUFF.2853.1; transcript_id TCONS_00003254; tss_id TSS2930;gene_id XLOC_002624; ExonInfo:1997009:1997884; total_nExon:1,236,119,0.98,N,1,R
TCONS_00003255,Pf3D7_11_v3,2005306,2006225,0.163043478,Pf3D7_11_v3:2005306-2006225,920,+, oId CUFF.2856.1; transcript_id TCONS_00003255; tss_id TSS2931;gene_id XLOC_002625; ExonInfo:2005306:2006225; total_nExon:1,217,96,1.18,N,4,T
TCONS_00003257,Pf3D7_11_v3,2017861,2018487,0.16108453,Pf3D7_11_v3:2017861-2018487,627,+, oId CUFF.2859.1; transcript_id TCONS_00003257; tss_id TSS2933;gene_id XLOC_002627; ExonInfo:2017861:2018487; total_nExon:1,425,110,1.95,N,1,R
TCONS_00003260,Pf3D7_11_v3,809,6272,0.312225476,Pf3D7_11_v3:809-6272,5464,-, oId CUFF.2478.2; transcript_id TCONS_00003260; tss_id TSS2936;gene_id XLOC_002629; ExonInfo:809:1101|1494:3710|3846:6272; total_nExon:3| oId CUFF.2478.1; transcript_id TCONS_00003259; tss_id TSS2935;gene_id XLOC_002629; ExonInfo:809:989|1494:6087; total_nExon:2,2540,1237,1.04,N,1,R
TCONS_00003261,Pf3D7_11_v3,22024,22817,0.250629723,Pf3D7_11_v3:22024-22817,794,-, oId CUFF.2479.1; transcript_id TCONS_00003261; tss_id TSS2937;gene_id XLOC_002630; ExonInfo:22024:22817; total_nExon:1,154,70,1.13,N,6,S
TCONS_00003262,Pf3D7_11_v3,53762,54082,0.127725857,Pf3D7_11_v3:53762-54082,321,-, oId CUFF.2480.1; transcript_id TCONS_00003262; tss_id TSS2938;gene_id XLOC_002631; ExonInfo:53762:54082; total_nExon:1,219,0,Inf,N,6,S
TCONS_00003263,Pf3D7_11_v3,56942,57492,0.210526316,Pf3D7_11_v3:56942-57492,551,-, oId CUFF.2481.1; transcript_id TCONS_00003263; tss_id TSS2939;gene_id XLOC_002632; ExonInfo:56942:57492; total_nExon:1,819,801,0.03,Both,5,T
TCONS_00003265,Pf3D7_11_v3,64509,65027,0.23699422,Pf3D7_11_v3:64509-65027,519,-, oId CUFF.2484.1; transcript_id TCONS_00003265; tss_id TSS2941;gene_id XLOC_002634; ExonInfo:64509:65027; total_nExon:1,587,169,1.8,N,1,R
TCONS_00003271,Pf3D7_11_v3,94736,97075,0.4713675,Pf3D7_11_v3:94736-97075,2340,-, oId CUFF.2491.2; transcript_id TCONS_00003271; tss_id TSS2946;gene_id XLOC_002638; ExonInfo:94736:94889|94941:95040|96566:97028; total_nExon:3| oId CUFF.2491.3; transcript_id TCONS_00003270; tss_id TSS2946;gene_id XLOC_002638; ExonInfo:94736:94889|96719:97013; total_nExon:2| oId CUFF.2491.1; transcript_id TCONS_00003269; tss_id TSS2945;gene_id XLOC_002638; ExonInfo:94736:94889|94941:95040|95092:95548|96007:96162; total_nExon:4| oId CUFF.2491.5; transcript_id TCONS_00003273; tss_id TSS2946;gene_id XLOC_002638; ExonInfo:95401:96159|96719:97075; total_nExon:2| oId CUFF.2491.4; transcript_id TCONS_00003272; tss_id TSS2946;gene_id XLOC_002638; ExonInfo:95401:95548|96566:97013; total_nExon:2| oId CUFF.2491.6; transcript_id TCONS_00003275; tss_id TSS2946;gene_id XLOC_002638; ExonInfo:96167:96259|96566:97075; total_nExon:2| oId CUFF.2491.8; transcript_id TCONS_00003274; tss_id TSS2946;gene_id XLOC_002638; ExonInfo:96167:96259|96515:96565|96668:97028; total_nExon:3| oId CUFF.2491.7; transcript_id TCONS_00003276; tss_id TSS2946;gene_id XLOC_002638; ExonInfo:96167:96514|96668:97075; total_nExon:2,662,302,1.13,N,9,LG
TCONS_00003282,Pf3D7_11_v3,112090,113398,0.1176471,Pf3D7_11_v3:112090-113398,1309,-, oId CUFF.2497.1; transcript_id TCONS_00003282; tss_id TSS2951;gene_id XLOC_002642; ExonInfo:112090:113398; total_nExon:1,143,135,0.08,Both,10,LG
TCONS_00003287,Pf3D7_11_v3,125156,127748,0.129579637,Pf3D7_11_v3:125156-127748,2593,-, oId CUFF.2502.1; transcript_id TCONS_00003287; tss_id TSS2956;gene_id XLOC_002646; ExonInfo:125156:125802|125891:127748; total_nExon:2,746,465,0.68,N,6,S
TCONS_00003304,Pf3D7_11_v3,187809,188485,0.106351551,Pf3D7_11_v3:187809-188485,677,-, oId CUFF.2521.1; transcript_id TCONS_00003304; tss_id TSS2969;gene_id XLOC_002655; ExonInfo:187809:188485; total_nExon:1,610,808,-0.4,Both,3,R/T
TCONS_00003306,Pf3D7_11_v3,210869,213397,0.1324634,Pf3D7_11_v3:210869-213397,2529,-, oId CUFF.2528.1; transcript_id TCONS_00003306; tss_id TSS2971;gene_id XLOC_002657; ExonInfo:210869:213397; total_nExon:1,677,497,0.45,Both,8,S/G
TCONS_00003309,Pf3D7_11_v3,245373,245921,0.1202186,Pf3D7_11_v3:245373-245921,549,-, oId CUFF.2533.1; transcript_id TCONS_00003309; tss_id TSS2974;gene_id XLOC_002660; ExonInfo:245373:245921; total_nExon:1,630,670,-0.09,Both,7,S
TCONS_00003310,Pf3D7_11_v3,249507,249825,0.147335423,Pf3D7_11_v3:249507-249825,319,-, oId CUFF.2534.1; transcript_id TCONS_00003310; tss_id TSS2975;gene_id XLOC_002661; ExonInfo:249507:249825; total_nExon:1,2768,1609,0.78,N,4,T
TCONS_00003312,Pf3D7_11_v3,257489,258345,0.134189,Pf3D7_11_v3:257489-258345,857,-, oId CUFF.2537.1; transcript_id TCONS_00003312; tss_id TSS2977;gene_id XLOC_002663; ExonInfo:257489:257942|258108:258345; total_nExon:2,245,337,-0.46,Both,10,LG
TCONS_00003327,Pf3D7_11_v3,336218,337689,0.1175272,Pf3D7_11_v3:336218-337689,1472,-, oId CUFF.2547.1; transcript_id TCONS_00003327; tss_id TSS2987;gene_id XLOC_002669; ExonInfo:336218:337689; total_nExon:1,583,1612,-1.47,C,7,S
TCONS_00003328,Pf3D7_11_v3,337824,338257,0.08986175,Pf3D7_11_v3:337824-338257,434,-, oId CUFF.2548.1; transcript_id TCONS_00003328; tss_id TSS2988;gene_id XLOC_002670; ExonInfo:337824:338257; total_nExon:1,550,542,0.02,Both,7,S
TCONS_00003329,Pf3D7_11_v3,338427,341171,0.1318761,Pf3D7_11_v3:338427-341171,2745,-, oId CUFF.2549.1; transcript_id TCONS_00003329; tss_id TSS2989;gene_id XLOC_002671; ExonInfo:338427:341171; total_nExon:1,913,994,-0.12,Both,7,S
TCONS_00003330,Pf3D7_11_v3,341494,342112,0.1421648,Pf3D7_11_v3:341494-342112,619,-, oId CUFF.2550.1; transcript_id TCONS_00003330; tss_id TSS2990;gene_id XLOC_002672; ExonInfo:341494:342112; total_nExon:1,412,273,0.59,N,7,S
TCONS_00003336,Pf3D7_11_v3,375709,376451,0.103633917,Pf3D7_11_v3:375709-376451,743,-, oId CUFF.2556.1; transcript_id TCONS_00003336; tss_id TSS2995;gene_id XLOC_002675; ExonInfo:375709:376451; total_nExon:1,417,512,-0.3,Both,3,R/T
TCONS_00003338,Pf3D7_11_v3,382020,382524,0.1544554,Pf3D7_11_v3:382020-382524,505,-, oId CUFF.2559.1; transcript_id TCONS_00003338; tss_id TSS2997;gene_id XLOC_002677; ExonInfo:382020:382524; total_nExon:1,124,188,-0.6,C,10,LG
TCONS_00003343,Pf3D7_11_v3,403557,404242,0.1661808,Pf3D7_11_v3:403557-404242,686,-, oId CUFF.2564.1; transcript_id TCONS_00003343; tss_id TSS3001;gene_id XLOC_002680; ExonInfo:403557:404242; total_nExon:1,2138,2572,-0.27,Both,7,S
TCONS_00003344,Pf3D7_11_v3,420101,421246,0.136998255,Pf3D7_11_v3:420101-421246,1146,-, oId CUFF.2567.1; transcript_id TCONS_00003344; tss_id TSS3002;gene_id XLOC_002681; ExonInfo:420101:421246; total_nExon:1,3118,4231,-0.44,Both,5,T
TCONS_00003352,Pf3D7_11_v3,447887,448816,0.1580645,Pf3D7_11_v3:447887-448816,930,-, oId CUFF.2572.1; transcript_id TCONS_00003352; tss_id TSS3008;gene_id XLOC_002686; ExonInfo:447887:448463|448653:448816; total_nExon:2,1070,591,0.86,N,9,LG
TCONS_00003369,Pf3D7_11_v3,536662,538872,0.1809136,Pf3D7_11_v3:536662-538872,2211,-, oId CUFF.2588.1; transcript_id TCONS_00003369; tss_id TSS3023;gene_id XLOC_002697; ExonInfo:536662:538872; total_nExon:1,6916,6631,0.06,Both,10,LG
TCONS_00003374,Pf3D7_11_v3,550639,551749,0.1674167,Pf3D7_11_v3:550639-551749,1111,-, oId CUFF.2592.1; transcript_id TCONS_00003374; tss_id TSS3027;gene_id XLOC_002700; ExonInfo:550639:551749; total_nExon:1,4291,4757,-0.15,Both,10,LG
TCONS_00003385,Pf3D7_11_v3,634102,634650,0.127504554,Pf3D7_11_v3:634102-634650,549,-, oId CUFF.2607.1; transcript_id TCONS_00003385; tss_id TSS3038;gene_id XLOC_002708; ExonInfo:634102:634650; total_nExon:1,1394,1067,0.39,Both,4,T
TCONS_00003387,Pf3D7_11_v3,639931,640440,0.125490196,Pf3D7_11_v3:639931-640440,510,-, oId CUFF.2609.1; transcript_id TCONS_00003387; tss_id TSS3040;gene_id XLOC_002710; ExonInfo:639931:640440; total_nExon:1,514,548,-0.09,Both,2,R
TCONS_00003391,Pf3D7_11_v3,660742,661057,0.098101266,Pf3D7_11_v3:660742-661057,316,-, oId CUFF.2614.1; transcript_id TCONS_00003391; tss_id TSS3043;gene_id XLOC_002713; ExonInfo:660742:661057; total_nExon:1,315,26,3.6,N,6,S
TCONS_00003393,Pf3D7_11_v3,692085,692578,0.1295547,Pf3D7_11_v3:692085-692578,494,-, oId CUFF.2619.1; transcript_id TCONS_00003393; tss_id TSS3045;gene_id XLOC_002715; ExonInfo:692085:692578; total_nExon:1,253,227,0.16,Both,10,LG
TCONS_00003397,Pf3D7_11_v3,742179,743183,0.171144279,Pf3D7_11_v3:742179-743183,1005,-, oId CUFF.2627.1; transcript_id TCONS_00003397; tss_id TSS3049;gene_id XLOC_002719; ExonInfo:742179:743183; total_nExon:1,1015,348,1.55,N,4,T
TCONS_00003398,Pf3D7_11_v3,743356,743925,0.110526316,Pf3D7_11_v3:743356-743925,570,-, oId CUFF.2628.1; transcript_id TCONS_00003398; tss_id TSS3050;gene_id XLOC_002720; ExonInfo:743356:743925; total_nExon:1,651,324,1.01,N,6,S
TCONS_00003404,Pf3D7_11_v3,817543,818077,0.1308411,Pf3D7_11_v3:817543-818077,535,-, oId CUFF.2639.1; transcript_id TCONS_00003404; tss_id TSS3056;gene_id XLOC_002726; ExonInfo:817543:818077; total_nExon:1,1107,1001,0.15,Both,9,LG
TCONS_00003410,Pf3D7_11_v3,905858,906583,0.1101928,Pf3D7_11_v3:905858-906583,726,-, oId CUFF.2648.1; transcript_id TCONS_00003410; tss_id TSS3062;gene_id XLOC_002732; ExonInfo:905858:906583; total_nExon:1,364,282,0.37,Both,8,S/G
TCONS_00003413,Pf3D7_11_v3,933862,935212,0.131014064,Pf3D7_11_v3:933862-935212,1351,-, oId CUFF.2652.1; transcript_id TCONS_00003413; tss_id TSS3065;gene_id XLOC_002734; ExonInfo:933862:935212; total_nExon:1,2016,3780,-0.91,C,3,R/T
TCONS_00003414,Pf3D7_11_v3,946986,947358,0.1072386,Pf3D7_11_v3:946986-947358,373,-, oId CUFF.2655.1; transcript_id TCONS_00003414; tss_id TSS3066;gene_id XLOC_002735; ExonInfo:946986:947358; total_nExon:1,506,451,0.17,Both,10,LG
TCONS_00003419,Pf3D7_11_v3,972007,972877,0.130884,Pf3D7_11_v3:972007-972877,871,-, oId CUFF.2661.1; transcript_id TCONS_00003419; tss_id TSS3070;gene_id XLOC_002739; ExonInfo:972007:972877; total_nExon:1,958,1566,-0.71,C,7,S
TCONS_00003426,Pf3D7_11_v3,1011601,1012190,0.1389831,Pf3D7_11_v3:1011601-1012190,590,-, oId CUFF.2669.1; transcript_id TCONS_00003426; tss_id TSS3077;gene_id XLOC_002745; ExonInfo:1011601:1012190; total_nExon:1,1407,1506,-0.1,Both,7,S
TCONS_00003429,Pf3D7_11_v3,1048054,1048781,0.1634615,Pf3D7_11_v3:1048054-1048781,728,-, oId CUFF.2675.1; transcript_id TCONS_00003429; tss_id TSS3080;gene_id XLOC_002748; ExonInfo:1048054:1048088|1048268:1048781; total_nExon:2,3811,2307,0.72,N,9,LG
TCONS_00003440,Pf3D7_11_v3,1093352,1093863,0.16015625,Pf3D7_11_v3:1093352-1093863,512,-, oId CUFF.2686.1; transcript_id TCONS_00003440; tss_id TSS3089;gene_id XLOC_002755; ExonInfo:1093352:1093863; total_nExon:1,3164,1892,0.74,N,1,R
TCONS_00003444,Pf3D7_11_v3,1123630,1124282,0.137825421,Pf3D7_11_v3:1123630-1124282,653,-, oId CUFF.2691.1; transcript_id TCONS_00003444; tss_id TSS3092;gene_id XLOC_002758; ExonInfo:1123630:1124282; total_nExon:1,944,859,0.14,Both,5,T
TCONS_00003446,Pf3D7_11_v3,1154481,1155250,0.1168831,Pf3D7_11_v3:1154481-1155250,770,-, oId CUFF.2695.1; transcript_id TCONS_00003446; tss_id TSS3094;gene_id XLOC_002760; ExonInfo:1154481:1155250; total_nExon:1,754,543,0.47,Both,9,LG
TCONS_00003448,Pf3D7_11_v3,1167240,1168218,0.127681307,Pf3D7_11_v3:1167240-1168218,979,-, oId CUFF.2698.1; transcript_id TCONS_00003448; tss_id TSS3096;gene_id XLOC_002762; ExonInfo:1167240:1168218; total_nExon:1,1314,1990,-0.6,C,3,R/T
TCONS_00003451,Pf3D7_11_v3,1185956,1186590,0.121259843,Pf3D7_11_v3:1185956-1186590,635,-, oId CUFF.2700.1; transcript_id TCONS_00003451; tss_id TSS3099;gene_id XLOC_002764; ExonInfo:1185956:1186590; total_nExon:1,300,246,0.28,Both,4,T
TCONS_00003452,Pf3D7_11_v3,1188368,1189558,0.202351,Pf3D7_11_v3:1188368-1189558,1191,-, oId CUFF.2702.1; transcript_id TCONS_00003452; tss_id TSS3100;gene_id XLOC_002765; ExonInfo:1188368:1189558; total_nExon:1,10297,13120,-0.35,Both,10,LG
TCONS_00003460,Pf3D7_11_v3,1237285,1238855,0.162317,Pf3D7_11_v3:1237285-1238855,1571,-, oId CUFF.2712.1; transcript_id TCONS_00003460; tss_id TSS3108;gene_id XLOC_002771; ExonInfo:1237285:1238855; total_nExon:1,1727,740,1.22,N,9,LG
TCONS_00003462,Pf3D7_11_v3,1247345,1248196,0.136150235,Pf3D7_11_v3:1247345-1248196,852,-, oId CUFF.2715.1; transcript_id TCONS_00003462; tss_id TSS3110;gene_id XLOC_002773; ExonInfo:1247345:1248196; total_nExon:1,911,1189,-0.38,Both,3,R/T
TCONS_00003466,Pf3D7_11_v3,1251703,1252238,0.141791,Pf3D7_11_v3:1251703-1252238,536,-, oId CUFF.2717.1; transcript_id TCONS_00003466; tss_id TSS3114;gene_id XLOC_002775; ExonInfo:1251703:1252238; total_nExon:1,306,389,-0.35,Both,10,LG
TCONS_00003469,Pf3D7_11_v3,1274136,1274501,0.155737705,Pf3D7_11_v3:1274136-1274501,366,-, oId CUFF.2720.1; transcript_id TCONS_00003469; tss_id TSS3116;gene_id XLOC_002777; ExonInfo:1274136:1274501; total_nExon:1,2644,2405,0.14,Both,5,T
TCONS_00003472,Pf3D7_11_v3,1289243,1289865,0.1669342,Pf3D7_11_v3:1289243-1289865,623,-, oId CUFF.2723.1; transcript_id TCONS_00003472; tss_id TSS3119;gene_id XLOC_002779; ExonInfo:1289243:1289865; total_nExon:1,764,452,0.76,N,8,S/G
TCONS_00003473,Pf3D7_11_v3,1306725,1307956,0.13961039,Pf3D7_11_v3:1306725-1307956,1232,-, oId CUFF.2726.1; transcript_id TCONS_00003473; tss_id TSS3120;gene_id XLOC_002780; ExonInfo:1306725:1307956; total_nExon:1,871,811,0.1,Both,2,R
TCONS_00003474,Pf3D7_11_v3,1317829,1318550,0.1495845,Pf3D7_11_v3:1317829-1318550,722,-, oId CUFF.2728.1; transcript_id TCONS_00003474; tss_id TSS3121;gene_id XLOC_002781; ExonInfo:1317829:1318550; total_nExon:1,2644,925,1.52,N,9,LG
TCONS_00003475,Pf3D7_11_v3,1357380,1358099,0.108333333,Pf3D7_11_v3:1357380-1358099,720,-, oId CUFF.2730.1; transcript_id TCONS_00003475; tss_id TSS3122;gene_id XLOC_002782; ExonInfo:1357380:1358099; total_nExon:1,189,147,0.36,Both,5,T
TCONS_00003493,Pf3D7_11_v3,1438067,1439320,0.1586922,Pf3D7_11_v3:1438067-1439320,1254,-, oId CUFF.2751.1; transcript_id TCONS_00003493; tss_id TSS3137;gene_id XLOC_002794; ExonInfo:1438067:1439320; total_nExon:1,679,605,0.17,Both,9,LG
TCONS_00003494,Pf3D7_11_v3,1452436,1454669,0.128469114,Pf3D7_11_v3:1452436-1454669,2234,-, oId CUFF.2752.1; transcript_id TCONS_00003494; tss_id TSS3138;gene_id XLOC_002795; ExonInfo:1452436:1454669; total_nExon:1,669,659,0.02,Both,2,R
TCONS_00003495,Pf3D7_11_v3,1455641,1456083,0.162528217,Pf3D7_11_v3:1455641-1456083,443,-, oId CUFF.2755.1; transcript_id TCONS_00003495; tss_id TSS3139;gene_id XLOC_002796; ExonInfo:1455641:1456083; total_nExon:1,1858,1947,-0.07,Both,2,R
TCONS_00003505,Pf3D7_11_v3,1515565,1517136,0.118956743,Pf3D7_11_v3:1515565-1517136,1572,-, oId CUFF.2768.1; transcript_id TCONS_00003505; tss_id TSS3149;gene_id XLOC_002805; ExonInfo:1515565:1517136; total_nExon:1,410,435,-0.09,Both,5,T
TCONS_00003510,Pf3D7_11_v3,1565921,1566244,0.092592593,Pf3D7_11_v3:1565921-1566244,324,-, oId CUFF.2776.1; transcript_id TCONS_00003510; tss_id TSS3154;gene_id XLOC_002809; ExonInfo:1565921:1566244; total_nExon:1,654,990,-0.6,C,3,R/T
TCONS_00003522,Pf3D7_11_v3,1631631,1632642,0.116600791,Pf3D7_11_v3:1631631-1632642,1012,-, oId CUFF.2789.1; transcript_id TCONS_00003522; tss_id TSS3166;gene_id XLOC_002817; ExonInfo:1631631:1632642; total_nExon:1,235,238,-0.01,Both,5,T
TCONS_00003542,Pf3D7_11_v3,1761611,1762088,0.1903766,Pf3D7_11_v3:1761611-1762088,478,-, oId CUFF.2812.1; transcript_id TCONS_00003542; tss_id TSS3182;gene_id XLOC_002830; ExonInfo:1761611:1762088; total_nExon:1,509,301,0.76,N,9,LG
TCONS_00003546,Pf3D7_11_v3,1805810,1806519,0.143662,Pf3D7_11_v3:1805810-1806519,710,-, oId CUFF.2817.1; transcript_id TCONS_00003546; tss_id TSS3186;gene_id XLOC_002834; ExonInfo:1805810:1806519; total_nExon:1,446,236,0.92,N,9,LG
TCONS_00003554,Pf3D7_11_v3,1868665,1869576,0.1611842,Pf3D7_11_v3:1868665-1869576,912,-, oId CUFF.2827.1; transcript_id TCONS_00003554; tss_id TSS3193;gene_id XLOC_002839; ExonInfo:1868665:1869576; total_nExon:1,380,185,1.04,N,9,LG
TCONS_00003569,Pf3D7_11_v3,1942828,1943306,0.118997912,Pf3D7_11_v3:1942828-1943306,479,-, oId CUFF.2841.1; transcript_id TCONS_00003569; tss_id TSS3204;gene_id XLOC_002847; ExonInfo:1942828:1943306; total_nExon:1,125,242,-0.96,C,2,R
TCONS_00003570,Pf3D7_11_v3,1943792,1944337,0.126373626,Pf3D7_11_v3:1943792-1944337,546,-, oId CUFF.2842.1; transcript_id TCONS_00003570; tss_id TSS3205;gene_id XLOC_002848; ExonInfo:1943792:1944337; total_nExon:1,1367,975,0.49,Both,1,R
TCONS_00003572,Pf3D7_11_v3,1968903,1970372,0.117687075,Pf3D7_11_v3:1968903-1970372,1470,-, oId CUFF.2846.1; transcript_id TCONS_00003572; tss_id TSS3207;gene_id XLOC_002850; ExonInfo:1968903:1969400|1969704:1970353; total_nExon:2| oId CUFF.2846.2; transcript_id TCONS_00003573; tss_id TSS3207;gene_id XLOC_002850; ExonInfo:1968903:1969577|1969704:1970372; total_nExon:2,1060,2464,-1.22,C,5,T
TCONS_00003575,Pf3D7_11_v3,1990134,1990925,0.128787879,Pf3D7_11_v3:1990134-1990925,792,-, oId CUFF.2850.1; transcript_id TCONS_00003575; tss_id TSS3209;gene_id XLOC_002852; ExonInfo:1990134:1990925; total_nExon:1,420,95,2.15,N,4,T
TCONS_00003577,Pf3D7_11_v3,1996920,1997611,0.179190751,Pf3D7_11_v3:1996920-1997611,692,-, oId CUFF.2852.1; transcript_id TCONS_00003577; tss_id TSS3211;gene_id XLOC_002854; ExonInfo:1996920:1997611; total_nExon:1,254,129,0.97,N,1,R
TCONS_00003578,Pf3D7_11_v3,2005206,2005721,0.176356589,Pf3D7_11_v3:2005206-2005721,516,-, oId CUFF.2854.1; transcript_id TCONS_00003578; tss_id TSS3212;gene_id XLOC_002855; ExonInfo:2005206:2005721; total_nExon:1,399,179,1.16,N,4,T
