Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,More correlated neighbor                 ,More correlated neighbor            description       ,Correlation with more correlated neighbor                ,Orientation with respect to more correlated neighbor             ,Distance from more correlated neighbor              ,Less correlated neighbor     ,Less correlated neighbor description       ,Correlation with less correlated neighbor ,Distance from less correlated neighbor,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002723,TCONS_00003892,Pf3D7_09_v3,438821,440277,+,1456,1,"1456,","0,",0.11,,16.35,64.09,TT8,4.31,YES,0.18,PF3D7_0909700,"FHA domain protein, putative",1.00,tandem,636,PF3D7_0909600,"conserved Plasmodium protein, unknown function",-0.10726175,3448,26.63,13.65,9.22,2.29,4.48,2.66,16.10,3.78,64.09,16.77,1.57,0.55,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002967,TCONS_00004247,Pf3D7_09_v3,462845,463346,-,501,1,"501,","0,",0.14,,7.09,15.07,T36,2.95,,0.16,PF3D7_0910100,"Ran-binding protein, putative",-0.19,tandem,1527,PF3D7_0910200,"conserved Plasmodium protein, unknown function",-0.477534696,1212,1.66,5.16,8.96,13.96,15.07,9.02,7.52,1.08,7.60,4.15,0.68,5.42,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002738,TCONS_00003915,Pf3D7_09_v3,554416,555390,+,974,1,"974,","0,",0.14,,3.43,8.08,T32,2.69,,0.18,PF3D7_0912400,"conserved Plasmodium protein, unknown function",0.59,divergent,1249,PF3D7_0912500,"conserved Plasmodium protein, unknown function",-0.661838492,699,0.41,0.42,2.89,8.08,5.23,5.78,4.57,4.26,1.83,0.32,0.94,6.21,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002989,TCONS_00004282,Pf3D7_09_v3,604664,605159,-,495,1,"495,","0,",0.14,,16.24,70.12,T44,6.15,YES,0.24,NA,NA,NA,NA,NA,PF3D7_0914100,"conserved Plasmodium protein, unknown function",0.900078702,88,0.61,1.21,0.40,0.00,2.43,14.20,70.12,11.34,16.62,3.57,0.87,0.00,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002749,TCONS_00003933,Pf3D7_09_v3,606280,606985,+,705,1,"705,","0,",0.15,,13.27,40.73,T44,4.55,,0.20,NA,NA,NA,NA,NA,PF3D7_0914200,"phospholipid or glycerol acyltransferase, putative",0.681534583,1375,2.76,1.20,0.79,0.78,1.02,13.76,40.73,30.34,27.57,4.23,1.20,2.57,50.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002759,TCONS_00003944,Pf3D7_09_v3,672962,673440,+,478,1,"478,","0,",0.15,,11.47,57.54,T44,5.87,,0.23,PF3D7_0916000,"sugar transporter, putative",0.86,divergent,1237,PF3D7_0916100,thioredoxin 3 (TRX3),-0.251884327,627,0.00,1.23,0.81,1.65,0.80,10.82,57.54,8.62,25.16,1.86,0.00,0.00,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003005,TCONS_00004305,Pf3D7_09_v3,700026,702951,-,2925,1,"2925,","0,",0.14,,52.79,163.67,T14,3.87,YES,0.16,NA,NA,NA,NA,NA,PF3D7_0916700,"RNA-binding protein musashi, putative (HoMu)",0.79018197,1997,86.86,41.11,20.32,23.31,20.51,16.50,16.15,10.23,151.98,113.55,15.55,19.19,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002762,TCONS_00003950,Pf3D7_09_v3,700986,702866,+,1880,1,"1880,","0,",0.15,,10.44,51.82,TT8,5.26,,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65,3.69,1.29,0.38,0.63,0.77,2.76,2.36,51.82,16.44,3.00,2.49,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003011,TCONS_00004313,Pf3D7_09_v3,744731,745338,-,607,1,"607,","0,",0.14,,10.72,33.48,T6,4.57,YES,0.19,NA,NA,NA,NA,NA,PF3D7_0918000,secreted acid phosphatase (GAP50),0.689069608,1047,5.46,1.97,1.32,0.46,5.56,19.04,30.84,5.10,6.86,6.27,0.52,0.84,37.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002770,TCONS_00003964,Pf3D7_09_v3,745357,746396,+,1039,1,"1039,","0,",0.13,,9.33,28.51,T44,4.25,YES,0.19,NA,NA,NA,NA,NA,PF3D7_0918100,"cytochrome b5-like heme/steroid binding protein, putative",0.071236924,776,1.89,0.56,1.28,2.27,7.26,23.06,28.51,8.23,16.81,1.25,0.42,2.19,12.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002775,TCONS_00003975,Pf3D7_09_v3,775041,776328,+,1287,1,"1287,","0,",0.13,,13.41,29.69,T20,3.89,,0.16,PF3D7_0918800,"dihydrouridine synthase, putative",0.93,divergent,662,PF3D7_0918900,gamma-glutamylcysteine synthetase (gammaGCS),0.470905714,1229,29.69,18.72,21.13,9.40,6.27,4.18,2.68,1.07,26.50,20.88,2.45,0.76,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003018,TCONS_00004323,Pf3D7_09_v3,783596,785602,-,2006,1,"2006,","0,",0.13,,23.94,37.16,T32,3.01,,0.14,PF3D7_0919100,"DnaJ protein, putative",0.49,divergent,553,PF3D7_0919000,nucleosome assembly protein (NAPS),-0.110473816,921,34.75,26.50,27.64,37.16,31.03,26.84,24.39,3.75,12.69,20.27,12.24,25.53,22.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002786,TCONS_00003991,Pf3D7_09_v3,840394,841366,+,577,2,"308,269,","0,703,",0.14,,24.28,90.27,T44,6.51,YES,0.20,PF3D7_0920500,"ADP-ribosylation factor, putative",0.99,tandem,169,PF3D7_0920400,"conserved Plasmodium protein, unknown function",-0.380007175,1082,0.00,0.44,2.66,3.75,2.97,21.21,90.27,44.66,45.40,3.33,0.42,0.00,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003031,TCONS_00004340,Pf3D7_09_v3,901354,901755,-,401,1,"401,","0,",0.17,,18.63,64.65,TT8,4.68,,0.17,PF3D7_0922200,S-adenosylmethionine synthetase (SAMS),0.73,divergent,1606,PF3D7_0922100,"ubiquitin-like protein, putative",0.668850623,1050,22.11,7.84,1.55,4.43,4.30,10.60,11.59,16.55,64.65,26.22,8.84,20.23,31.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002806,TCONS_00004021,Pf3D7_09_v3,969814,971346,+,1532,1,"1532,","0,",0.14,,28.83,75.50,TT8,5.30,,0.15,PF3D7_0923900,"RNA binding protein, putative",0.73,divergent,1745,NA,NA,NA,NA,48.61,31.77,26.04,19.77,21.97,19.63,18.36,0.94,75.50,45.12,5.34,7.87,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003041,TCONS_00004353,Pf3D7_09_v3,970064,971211,-,1147,1,"1147,","0,",0.14,,8.16,33.54,T6,5.11,,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.00,0.47,0.71,0.88,5.25,25.67,2.55,18.99,1.41,0.00,0.32,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002807,TCONS_00004022,Pf3D7_09_v3,971696,972008,+,312,1,"312,","0,",0.17,,35.92,125.12,T6,4.44,YES,0.17,NA,NA,NA,NA,NA,PF3D7_0924000,"patatin-like phospholipase, putative",0.71281887,539,35.92,20.25,12.01,4.82,7.70,14.32,67.95,17.91,72.34,8.50,1.70,1.33,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002821,TCONS_00004039,Pf3D7_09_v3,1031769,1032960,+,1191,1,"1191,","0,",0.14,,9.02,23.95,T20,2.65,,0.16,PF3D7_0925700,histone deacetylase (HDAC1),0.39,divergent,1759,PF3D7_0925800,"conserved Plasmodium protein, unknown function",0.156543863,354,23.95,14.45,11.14,9.30,7.53,4.92,6.31,2.97,4.46,9.85,0.34,2.84,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002825,TCONS_00004049,Pf3D7_09_v3,1059505,1060119,+,614,1,"614,","0,",0.12,,9.60,39.30,T20,4.22,YES,0.19,PF3D7_0926100,"protein kinase, putative",0.74,divergent,1689,NA,NA,NA,NA,39.30,7.32,8.77,3.60,1.70,1.16,1.98,5.64,15.69,15.96,2.04,3.39,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002826,TCONS_00004050,Pf3D7_09_v3,1061116,1062223,+,1107,1,"1107,","0,",0.14,,5.49,12.51,TT8,1.93,,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29,2.55,2.61,3.67,3.34,3.27,3.31,3.03,12.51,9.30,0.69,1.42,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003078,TCONS_00004417,Pf3D7_09_v3,1285191,1285943,-,752,1,"752,","0,",0.15,,9.18,27.67,T44,4.60,YES,0.20,PF3D7_0932200,"profilin, putative (PFN)",0.90,divergent,1064,PF3D7_0932100,"protein MAM3, putative",0.877937845,1312,1.60,0.28,0.19,1.31,2.73,10.97,27.67,5.07,22.51,3.92,0.00,0.70,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003090,TCONS_00004438,Pf3D7_09_v3,1352758,1353715,-,957,1,"957,","0,",0.13,,7.08,20.75,T6,4.24,YES,0.19,PF3D7_0934600,"conserved Plasmodium protein, unknown function",0.89,divergent,865,PF3D7_0934500,"vacuolar ATP synthase subunit e, putative",0.552817772,829,4.28,2.61,1.25,0.15,0.60,2.43,16.26,10.86,16.10,1.83,1.09,0.00,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003096,TCONS_00004445,Pf3D7_09_v3,1375632,1376015,-,383,1,"383,","0,",0.16,,12.32,31.81,T36,5.04,YES,0.17,PF3D7_0935400,gametocyte development protein 1 (GDV1),0.64,divergent,1937,PF3D7_0935300,"phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative",-0.523815785,1910,3.51,3.54,8.12,20.05,31.81,12.05,31.58,0.00,8.92,3.89,9.15,56.97,38.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003098,TCONS_00004447,Pf3D7_09_v3,1381967,1382502,-,535,1,"535,","0,",0.16,,12.03,28.54,T44,4.22,,0.17,PF3D7_0935400,gametocyte development protein 1 (GDV1),0.85,convergent,2215,NA,NA,NA,NA,0.58,2.86,10.29,20.62,26.86,28.14,28.54,6.26,5.01,7.60,7.79,62.12,44.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003099,TCONS_00004448,Pf3D7_09_v3,1384459,1386609,-,2150,1,"2150,","0,",0.13,,4.01,7.48,TT8,2.04,,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,5.36,3.22,4.61,1.86,2.00,1.07,2.04,7.48,3.84,2.42,2.00,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003100,TCONS_00004449,Pf3D7_09_v3,1393611,1399978,-,5389,3,"2147,3003,239,","0,3014,6128,",0.14,,14.67,28.31,T20,2.56,YES,0.14,PF3D7_0935500,"Plasmodium exported protein, unknown function (GEXP22)",0.46,divergent,821,NA,NA,NA,NA,28.31,11.63,9.25,15.19,16.17,14.22,15.42,3.97,17.92,10.43,3.16,9.04,10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003100,TCONS_00004450,Pf3D7_09_v3,1395810,1399978,-,3861,3,"619,3003,239,","0,815,3929,",0.13,,6.62,19.67,T20,3.05,YES,0.17,PF3D7_0935500,"Plasmodium exported protein, unknown function (GEXP22)",0.46,divergent,821,NA,NA,NA,NA,19.67,6.09,3.60,4.80,6.14,6.52,6.26,1.50,4.93,6.06,2.17,6.15,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003101,TCONS_00004451,Pf3D7_09_v3,1402757,1403564,-,807,1,"807,","0,",0.15,,11.36,80.34,TT8,6.35,YES,0.26,PF3D7_0935600,gametocytogenesis-implicated protein (GIG),0.97,divergent,1627,PF3D7_0935500,"Plasmodium exported protein, unknown function (GEXP22)",0.707975669,705,6.30,1.77,0.48,0.24,0.00,0.32,3.82,10.10,80.34,3.28,0.55,0.00,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002878,TCONS_00004122,Pf3D7_09_v3,1425168,1426852,+,1684,1,"1684,","0,",0.15,,23.91,96.01,T14,6.38,YES,0.23,PF3D7_0935900,ring-exported protein 1 (REX1),0.88,divergent,2361,NA,NA,NA,NA,50.79,9.95,2.26,0.83,0.16,0.22,1.68,1.34,88.24,47.92,1.36,0.16,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002880,TCONS_00004124,Pf3D7_09_v3,1432152,1433084,+,932,1,"932,","0,",0.17,,10.99,35.47,T14,5.19,,0.20,PF3D7_0936200,"Plasmodium exported protein (hyp11), unknown function",0.31,convergent,247,PF3D7_0936100,early transcribed membrane protein,-0.493539385,1006,28.35,19.12,2.10,1.61,1.79,1.96,4.74,0.00,21.25,35.34,2.73,1.61,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002881,TCONS_00004125,Pf3D7_09_v3,1439082,1440435,+,1353,1,"1353,","0,",0.13,,33.73,117.70,T20,6.03,YES,0.20,PF3D7_0936400,ring-exported protein 4 (REX4),0.98,tandem,347,PF3D7_0936300,ring-exported protein 3 (REX3),0.940642737,1101,117.70,42.01,8.64,2.22,0.86,0.82,2.82,4.30,78.40,93.44,10.18,1.89,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_002894,TCONS_00004141,Pf3D7_09_v3,1533633,1539820,+,6187,1,"6187,","0,",0.33,,6.55,41.56,T48,5.37,YES,0.30,PF3D7_0937800,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.33,divergent,30297,NA,NA,NA,NA,0.04,0.10,0.04,0.03,0.05,1.63,5.55,41.56,8.43,2.27,0.24,0.08,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003347,TCONS_00004792,Pf3D7_10_v3,840,8205,-,7365,1,"7365,","0,",0.32,,5.30,35.77,T48,5.18,YES,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.12,0.03,0.02,0.02,1.21,4.55,35.77,6.29,1.58,0.18,0.05,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003348,TCONS_00004793,Pf3D7_10_v3,9947,25878,-,15931,1,"15931,","0,",0.32,,2.91,22.40,T48,4.53,YES,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.11,0.04,0.01,0.03,0.43,2.79,22.40,2.94,1.02,0.13,0.06,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003112,TCONS_00004467,Pf3D7_10_v3,26592,27614,+,1022,1,"1022,","0,",0.26,,12.78,76.84,T48,6.28,YES,0.27,NA,NA,NA,NA,NA,PF3D7_1000100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.414028374,875,0.52,0.27,0.26,0.08,0.00,2.02,13.19,76.84,17.97,5.04,0.54,0.28,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003119,TCONS_00004475,Pf3D7_10_v3,79429,80089,+,660,1,"660,","0,",0.14,,6.87,26.74,TT8,4.79,YES,0.25,PF3D7_1001500,early transcribed membrane protein 10.1 (ETRAMP10),0.89,convergent,1326,PF3D7_1001400,"alpha/beta hydrolase, putative",0.868596707,1857,18.49,4.50,0.81,0.55,0.00,0.37,0.50,0.00,26.74,10.93,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003120,TCONS_00004476,Pf3D7_10_v3,82821,84587,+,1766,1,"1766,","0,",0.13,,4.90,19.65,T20,4.37,YES,0.26,PF3D7_1001500,early transcribed membrane protein 10.1 (ETRAMP10),0.91,divergent,1082,PF3D7_1001600,"alpha/beta hydrolase, putative",-0.750185068,1950,19.65,3.29,1.34,0.10,0.00,0.00,0.39,0.86,16.20,5.73,0.98,0.21,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003121,TCONS_00004477,Pf3D7_10_v3,98178,99253,+,1075,1,"1075,","0,",0.15,,9.38,37.99,TT8,4.21,,0.19,PF3D7_1001800,"Plasmodium exported protein (PHISTc), unknown function",0.89,divergent,1147,PF3D7_1001900,"Plasmodium exported protein (hyp16), unknown function (PfJ23)",0.581164877,125,5.51,1.13,1.10,4.46,4.99,8.15,11.98,3.84,37.99,6.03,0.86,2.08,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003122,TCONS_00004478,Pf3D7_10_v3,101897,103023,+,1126,1,"1126,","0,",0.14,,8.56,36.47,TT8,4.64,YES,0.22,PF3D7_1001900,"Plasmodium exported protein (hyp16), unknown function (PfJ23)",0.92,divergent,1536,PF3D7_1002000,"Plasmodium exported protein (hyp2), unknown function",0.896390435,94,18.76,2.85,0.88,1.13,0.62,0.51,2.74,1.51,36.47,7.76,0.30,0.49,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
